"rows";"cols";"tiles";"n_tiles";"strategy";"n_simulations";"score";"solution_found";"n_tiles_placed";"created_on";"external_id"
"39";"54";"[[6, 1], [13, 1], [8, 2], [18, 3], [15, 4], [17, 4], [10, 5], [12, 5], [15, 5], [18, 5], [14, 6], [15, 6], [14, 7], [16, 8], [14, 9], [18, 11], [17, 12], [15, 14], [16, 14], [18, 14]]";"20";"max_depth";"500";"1.0";"False";"819973";"2020-01-22 19:30:00.379544+00:00";"23699"
"39";"54";"[[6, 1], [13, 1], [8, 2], [18, 3], [15, 4], [17, 4], [10, 5], [12, 5], [15, 5], [18, 5], [14, 6], [15, 6], [14, 7], [16, 8], [14, 9], [18, 11], [17, 12], [15, 14], [16, 14], [18, 14]]";"20";"avg_depth";"500";"3.0";"False";"1010748";"2020-01-22 19:30:00.376193+00:00";"23699"
"28";"71";"[[20, 1], [14, 2], [16, 2], [7, 3], [15, 3], [18, 3], [16, 4], [8, 6], [12, 6], [15, 6], [11, 7], [10, 8], [14, 8], [13, 9], [15, 11], [18, 11], [13, 12], [15, 12], [16, 13], [17, 13]]";"20";"max_depth";"500";"3.0";"False";"1095726";"2020-01-22 19:30:00.290021+00:00";"31109"
"28";"71";"[[20, 1], [14, 2], [16, 2], [7, 3], [15, 3], [18, 3], [16, 4], [8, 6], [12, 6], [15, 6], [11, 7], [10, 8], [14, 8], [13, 9], [15, 11], [18, 11], [13, 12], [15, 12], [16, 13], [17, 13]]";"20";"avg_depth";"500";"3.0";"False";"1096393";"2020-01-22 19:30:00.286638+00:00";"31109"
"22";"73";"[[17, 1], [5, 2], [12, 2], [18, 2], [9, 3], [11, 3], [18, 3], [9, 4], [16, 4], [15, 5], [9, 7], [12, 7], [15, 7], [16, 7], [14, 8], [18, 8], [10, 9], [13, 9], [15, 11], [17, 14]]";"20";"max_depth";"500";"2.0";"False";"1216989";"2020-01-22 19:30:00.239756+00:00";"23744"
"22";"73";"[[17, 1], [5, 2], [12, 2], [18, 2], [9, 3], [11, 3], [18, 3], [9, 4], [16, 4], [15, 5], [9, 7], [12, 7], [15, 7], [16, 7], [14, 8], [18, 8], [10, 9], [13, 9], [15, 11], [17, 14]]";"20";"avg_depth";"500";"4.0";"False";"1285665";"2020-01-22 19:30:00.236432+00:00";"23744"
"23";"80";"[[4, 1], [6, 1], [7, 1], [3, 2], [10, 2], [7, 3], [11, 3], [16, 3], [7, 4], [12, 4], [7, 6], [9, 6], [10, 9], [18, 9], [16, 10], [17, 11], [16, 13], [18, 13], [15, 14], [17, 16]]";"20";"max_depth";"500";"3.0";"False";"1354556";"2020-01-22 19:30:00.199787+00:00";"23694"
"23";"80";"[[4, 1], [6, 1], [7, 1], [3, 2], [10, 2], [7, 3], [11, 3], [16, 3], [7, 4], [12, 4], [7, 6], [9, 6], [10, 9], [18, 9], [16, 10], [17, 11], [16, 13], [18, 13], [15, 14], [17, 16]]";"20";"avg_depth";"500";"3.0";"False";"1416685";"2020-01-22 19:30:00.196497+00:00";"23694"
"38";"45";"[[3, 1], [18, 1], [5, 3], [6, 3], [8, 3], [11, 3], [6, 4], [8, 4], [14, 4], [18, 4], [14, 6], [16, 7], [13, 9], [16, 9], [17, 9], [15, 10], [18, 10], [13, 11], [16, 11], [13, 12]]";"20";"max_depth";"500";"2.0";"False";"653777";"2020-01-22 19:30:00.152566+00:00";"23693"
"38";"45";"[[3, 1], [18, 1], [5, 3], [6, 3], [8, 3], [11, 3], [6, 4], [8, 4], [14, 4], [18, 4], [14, 6], [16, 7], [13, 9], [16, 9], [17, 9], [15, 10], [18, 10], [13, 11], [16, 11], [13, 12]]";"20";"avg_depth";"500";"6.0";"False";"700596";"2020-01-22 19:30:00.149255+00:00";"23693"
"38";"57";"[[18, 1], [4, 2], [5, 2], [9, 2], [13, 3], [14, 3], [12, 4], [17, 4], [17, 5], [14, 7], [15, 7], [12, 8], [17, 8], [14, 9], [15, 9], [14, 11], [17, 12], [18, 13], [18, 15], [17, 16]]";"20";"max_depth";"500";"3.0";"False";"780167";"2020-01-22 19:30:00.100940+00:00";"23692"
"38";"57";"[[18, 1], [4, 2], [5, 2], [9, 2], [13, 3], [14, 3], [12, 4], [17, 4], [17, 5], [14, 7], [15, 7], [12, 8], [17, 8], [14, 9], [15, 9], [14, 11], [17, 12], [18, 13], [18, 15], [17, 16]]";"20";"avg_depth";"500";"3.0";"False";"888252";"2020-01-22 19:30:00.097652+00:00";"23692"
"29";"55";"[[7, 1], [12, 1], [15, 1], [6, 3], [9, 3], [10, 3], [17, 3], [5, 4], [10, 4], [14, 4], [18, 5], [7, 6], [8, 6], [18, 6], [11, 8], [14, 10], [12, 11], [15, 13], [16, 14], [18, 14]]";"20";"max_depth";"500";"3.0";"False";"818925";"2020-01-22 19:30:00.052082+00:00";"23691"
"29";"55";"[[7, 1], [12, 1], [15, 1], [6, 3], [9, 3], [10, 3], [17, 3], [5, 4], [10, 4], [14, 4], [18, 5], [7, 6], [8, 6], [18, 6], [11, 8], [14, 10], [12, 11], [15, 13], [16, 14], [18, 14]]";"20";"avg_depth";"500";"4.0";"False";"1072187";"2020-01-22 19:30:00.043295+00:00";"23691"
"32";"66";"[[17, 1], [18, 1], [3, 2], [11, 3], [15, 3], [17, 3], [18, 3], [7, 4], [12, 4], [18, 5], [9, 7], [11, 8], [12, 9], [17, 10], [18, 10], [14, 11], [16, 13], [17, 13], [16, 14], [18, 17]]";"20";"max_depth";"500";"2.0";"False";"865299";"2020-01-22 19:30:00.002636+00:00";"23690"
"32";"66";"[[17, 1], [18, 1], [3, 2], [11, 3], [15, 3], [17, 3], [18, 3], [7, 4], [12, 4], [18, 5], [9, 7], [11, 8], [12, 9], [17, 10], [18, 10], [14, 11], [16, 13], [17, 13], [16, 14], [18, 17]]";"20";"avg_depth";"500";"3.0";"False";"1143297";"2020-01-22 19:29:59.998439+00:00";"23690"
"38";"59";"[[4, 1], [14, 1], [17, 1], [3, 2], [10, 2], [10, 3], [14, 3], [17, 3], [16, 4], [22, 4], [11, 6], [18, 6], [20, 7], [20, 9], [21, 9], [16, 10], [20, 12], [15, 13], [20, 13], [23, 16]]";"20";"max_depth";"500";"2.0";"False";"956821";"2020-01-22 19:29:59.955136+00:00";"31214"
"38";"59";"[[4, 1], [14, 1], [17, 1], [3, 2], [10, 2], [10, 3], [14, 3], [17, 3], [16, 4], [22, 4], [11, 6], [18, 6], [20, 7], [20, 9], [21, 9], [16, 10], [20, 12], [15, 13], [20, 13], [23, 16]]";"20";"avg_depth";"500";"3.0";"False";"1090635";"2020-01-22 19:29:59.951762+00:00";"31214"
"35";"55";"[[4, 1], [6, 1], [11, 1], [16, 1], [19, 1], [14, 2], [8, 3], [16, 3], [17, 3], [22, 3], [8, 4], [15, 4], [19, 5], [11, 6], [12, 6], [22, 12], [15, 13], [20, 13], [18, 16], [20, 16]]";"20";"max_depth";"500";"1.0";"False";"1027515";"2020-01-22 19:29:59.901767+00:00";"31154"
"35";"55";"[[4, 1], [6, 1], [11, 1], [16, 1], [19, 1], [14, 2], [8, 3], [16, 3], [17, 3], [22, 3], [8, 4], [15, 4], [19, 5], [11, 6], [12, 6], [22, 12], [15, 13], [20, 13], [18, 16], [20, 16]]";"20";"avg_depth";"500";"2.0";"False";"1472885";"2020-01-22 19:29:59.898364+00:00";"31154"
"28";"69";"[[9, 1], [12, 1], [18, 1], [11, 2], [14, 2], [15, 2], [18, 2], [7, 5], [10, 6], [11, 6], [14, 6], [15, 6], [13, 7], [15, 7], [17, 9], [16, 10], [15, 12], [15, 13], [18, 15], [18, 16]]";"20";"max_depth";"500";"1.0";"False";"1130098";"2020-01-22 19:29:59.788813+00:00";"23684"
"28";"69";"[[9, 1], [12, 1], [18, 1], [11, 2], [14, 2], [15, 2], [18, 2], [7, 5], [10, 6], [11, 6], [14, 6], [15, 6], [13, 7], [15, 7], [17, 9], [16, 10], [15, 12], [15, 13], [18, 15], [18, 16]]";"20";"avg_depth";"500";"3.0";"False";"1361136";"2020-01-22 19:29:59.785508+00:00";"23684"
"25";"55";"[[5, 1], [13, 1], [5, 2], [15, 2], [4, 3], [11, 3], [12, 3], [18, 3], [11, 4], [7, 5], [9, 5], [9, 6], [15, 6], [9, 7], [18, 7], [13, 8], [14, 8], [10, 9], [17, 9], [19, 14]]";"20";"max_depth";"500";"2.0";"False";"1056480";"2020-01-22 19:29:59.682401+00:00";"23835"
"25";"55";"[[5, 1], [13, 1], [5, 2], [15, 2], [4, 3], [11, 3], [12, 3], [18, 3], [11, 4], [7, 5], [9, 5], [9, 6], [15, 6], [9, 7], [18, 7], [13, 8], [14, 8], [10, 9], [17, 9], [19, 14]]";"20";"avg_depth";"500";"3.0";"False";"1207493";"2020-01-22 19:29:59.679072+00:00";"23835"
"43";"53";"[[9, 1], [10, 1], [11, 1], [8, 2], [12, 4], [12, 5], [13, 5], [13, 6], [17, 6], [14, 9], [17, 9], [13, 10], [14, 10], [16, 10], [17, 10], [17, 11], [14, 12], [16, 12], [14, 13], [17, 16]]";"20";"max_depth";"500";"2.0";"False";"716934";"2020-01-22 19:29:59.627724+00:00";"23680"
"43";"53";"[[9, 1], [10, 1], [11, 1], [8, 2], [12, 4], [12, 5], [13, 5], [13, 6], [17, 6], [14, 9], [17, 9], [13, 10], [14, 10], [16, 10], [17, 10], [17, 11], [14, 12], [16, 12], [14, 13], [17, 16]]";"20";"avg_depth";"500";"3.0";"False";"795026";"2020-01-22 19:29:59.624437+00:00";"23680"
"33";"48";"[[3, 1], [5, 1], [7, 2], [11, 3], [5, 4], [6, 4], [7, 4], [18, 4], [21, 4], [7, 5], [12, 5], [12, 6], [17, 6], [12, 7], [10, 8], [16, 8], [21, 8], [15, 10], [13, 12], [19, 14]]";"20";"max_depth";"500";"2.0";"False";"764516";"2020-01-22 19:29:59.577871+00:00";"31034"
"33";"48";"[[3, 1], [5, 1], [7, 2], [11, 3], [5, 4], [6, 4], [7, 4], [18, 4], [21, 4], [7, 5], [12, 5], [12, 6], [17, 6], [12, 7], [10, 8], [16, 8], [21, 8], [15, 10], [13, 12], [19, 14]]";"20";"avg_depth";"500";"5.0";"False";"877000";"2020-01-22 19:29:59.574524+00:00";"31034"
"28";"40";"[[3, 1], [7, 1], [8, 1], [11, 1], [12, 1], [15, 1], [16, 1], [12, 2], [11, 3], [15, 3], [6, 4], [16, 4], [7, 5], [14, 5], [15, 7], [10, 8], [16, 8], [16, 9], [14, 10], [13, 12]]";"20";"max_depth";"500";"1.0";"False";"1395928";"2020-01-22 19:29:59.526961+00:00";"23677"
"28";"40";"[[3, 1], [7, 1], [8, 1], [11, 1], [12, 1], [15, 1], [16, 1], [12, 2], [11, 3], [15, 3], [6, 4], [16, 4], [7, 5], [14, 5], [15, 7], [10, 8], [16, 8], [16, 9], [14, 10], [13, 12]]";"20";"avg_depth";"500";"1.0";"False";"1331682";"2020-01-22 19:29:59.523518+00:00";"23677"
"19";"82";"[[2, 1], [17, 1], [14, 2], [15, 2], [4, 3], [6, 3], [17, 3], [12, 4], [15, 4], [7, 5], [9, 6], [13, 6], [9, 7], [12, 7], [17, 8], [11, 9], [15, 9], [16, 11], [16, 13], [16, 14]]";"20";"max_depth";"500";"2.0";"False";"1322025";"2020-01-22 19:29:59.477316+00:00";"23675"
"19";"82";"[[2, 1], [17, 1], [14, 2], [15, 2], [4, 3], [6, 3], [17, 3], [12, 4], [15, 4], [7, 5], [9, 6], [13, 6], [9, 7], [12, 7], [17, 8], [11, 9], [15, 9], [16, 11], [16, 13], [16, 14]]";"20";"avg_depth";"500";"2.0";"False";"1492472";"2020-01-22 19:29:59.468368+00:00";"23675"
"20";"82";"[[4, 1], [12, 1], [8, 2], [17, 2], [8, 3], [17, 3], [6, 4], [8, 5], [12, 5], [16, 6], [10, 7], [13, 7], [9, 8], [13, 8], [11, 9], [11, 10], [14, 11], [17, 11], [14, 13], [15, 14]]";"20";"max_depth";"500";"2.0";"False";"1291169";"2020-01-22 19:29:59.427061+00:00";"23674"
"20";"82";"[[4, 1], [12, 1], [8, 2], [17, 2], [8, 3], [17, 3], [6, 4], [8, 5], [12, 5], [16, 6], [10, 7], [13, 7], [9, 8], [13, 8], [11, 9], [11, 10], [14, 11], [17, 11], [14, 13], [15, 14]]";"20";"avg_depth";"500";"3.0";"False";"1432649";"2020-01-22 19:29:59.423614+00:00";"23674"
"24";"59";"[[4, 1], [15, 1], [3, 2], [7, 2], [16, 2], [4, 3], [14, 3], [6, 4], [8, 4], [9, 4], [14, 4], [16, 5], [12, 6], [15, 7], [11, 8], [17, 8], [15, 9], [13, 11], [15, 12], [17, 12]]";"20";"max_depth";"500";"2.0";"False";"1084396";"2020-01-22 19:29:59.374436+00:00";"23673"
"24";"59";"[[4, 1], [15, 1], [3, 2], [7, 2], [16, 2], [4, 3], [14, 3], [6, 4], [8, 4], [9, 4], [14, 4], [16, 5], [12, 6], [15, 7], [11, 8], [17, 8], [15, 9], [13, 11], [15, 12], [17, 12]]";"20";"avg_depth";"500";"3.0";"False";"1259711";"2020-01-22 19:29:59.371137+00:00";"23673"
"32";"56";"[[8, 1], [12, 1], [14, 2], [4, 3], [9, 3], [15, 3], [6, 5], [15, 5], [17, 5], [8, 6], [15, 6], [16, 6], [13, 7], [14, 7], [11, 8], [17, 8], [15, 12], [15, 13], [16, 13], [16, 15]]";"20";"max_depth";"500";"1.0";"False";"906394";"2020-01-22 19:29:59.328284+00:00";"23672"
"32";"56";"[[8, 1], [12, 1], [14, 2], [4, 3], [9, 3], [15, 3], [6, 5], [15, 5], [17, 5], [8, 6], [15, 6], [16, 6], [13, 7], [14, 7], [11, 8], [17, 8], [15, 12], [15, 13], [16, 13], [16, 15]]";"20";"avg_depth";"500";"4.0";"False";"953218";"2020-01-22 19:29:59.324904+00:00";"23672"
"35";"43";"[[9, 1], [14, 1], [3, 2], [10, 2], [15, 2], [18, 2], [5, 4], [7, 4], [8, 5], [11, 5], [12, 5], [18, 5], [11, 7], [9, 8], [15, 9], [18, 9], [11, 10], [17, 10], [16, 11], [15, 13]]";"20";"max_depth";"500";"2.0";"False";"835485";"2020-01-22 19:29:59.276288+00:00";"23737"
"35";"43";"[[9, 1], [14, 1], [3, 2], [10, 2], [15, 2], [18, 2], [5, 4], [7, 4], [8, 5], [11, 5], [12, 5], [18, 5], [11, 7], [9, 8], [15, 9], [18, 9], [11, 10], [17, 10], [16, 11], [15, 13]]";"20";"avg_depth";"500";"5.0";"False";"798982";"2020-01-22 19:29:59.272639+00:00";"23737"
"19";"89";"[[14, 1], [4, 2], [6, 2], [10, 2], [12, 2], [11, 4], [17, 4], [12, 5], [17, 5], [10, 6], [14, 6], [15, 6], [12, 7], [10, 8], [11, 8], [15, 8], [14, 9], [15, 12], [17, 12], [16, 15]]";"20";"max_depth";"500";"2.0";"False";"1468904";"2020-01-22 19:29:59.223752+00:00";"23669"
"19";"89";"[[14, 1], [4, 2], [6, 2], [10, 2], [12, 2], [11, 4], [17, 4], [12, 5], [17, 5], [10, 6], [14, 6], [15, 6], [12, 7], [10, 8], [11, 8], [15, 8], [14, 9], [15, 12], [17, 12], [16, 15]]";"20";"avg_depth";"500";"3.0";"False";"1531929";"2020-01-22 19:29:59.220437+00:00";"23669"
"18";"89";"[[14, 1], [17, 1], [6, 2], [9, 2], [16, 2], [10, 3], [14, 3], [16, 3], [11, 4], [14, 4], [11, 5], [14, 5], [11, 7], [10, 9], [13, 9], [16, 9], [17, 10], [14, 11], [17, 12], [16, 13]]";"20";"max_depth";"500";"2.0";"False";"1462595";"2020-01-22 19:29:59.177139+00:00";"23668"
"18";"89";"[[14, 1], [17, 1], [6, 2], [9, 2], [16, 2], [10, 3], [14, 3], [16, 3], [11, 4], [14, 4], [11, 5], [14, 5], [11, 7], [10, 9], [13, 9], [16, 9], [17, 10], [14, 11], [17, 12], [16, 13]]";"20";"avg_depth";"500";"2.0";"False";"1671433";"2020-01-22 19:29:59.173358+00:00";"23668"
"28";"62";"[[4, 1], [10, 2], [5, 3], [9, 3], [11, 3], [16, 3], [9, 4], [11, 4], [12, 4], [7, 5], [16, 5], [10, 7], [12, 7], [13, 7], [11, 9], [13, 10], [15, 12], [14, 13], [17, 14], [17, 16]]";"20";"max_depth";"500";"5.0";"False";"911590";"2020-01-22 19:29:59.116097+00:00";"23667"
"28";"62";"[[4, 1], [10, 2], [5, 3], [9, 3], [11, 3], [16, 3], [9, 4], [11, 4], [12, 4], [7, 5], [16, 5], [10, 7], [12, 7], [13, 7], [11, 9], [13, 10], [15, 12], [14, 13], [17, 14], [17, 16]]";"20";"avg_depth";"500";"4.0";"False";"1007912";"2020-01-22 19:29:59.110667+00:00";"23667"
"24";"61";"[[2, 1], [9, 1], [14, 1], [16, 1], [15, 2], [6, 3], [7, 4], [7, 5], [9, 5], [11, 5], [13, 6], [15, 6], [14, 7], [12, 8], [13, 8], [11, 9], [12, 10], [14, 11], [15, 11], [16, 13]]";"20";"max_depth";"500";"2.0";"False";"1113205";"2020-01-22 19:29:59.065244+00:00";"23665"
"24";"61";"[[2, 1], [9, 1], [14, 1], [16, 1], [15, 2], [6, 3], [7, 4], [7, 5], [9, 5], [11, 5], [13, 6], [15, 6], [14, 7], [12, 8], [13, 8], [11, 9], [12, 10], [14, 11], [15, 11], [16, 13]]";"20";"avg_depth";"500";"3.0";"False";"1250422";"2020-01-22 19:29:59.061933+00:00";"23665"
"31";"49";"[[2, 1], [9, 1], [12, 1], [5, 2], [5, 3], [11, 3], [13, 3], [7, 4], [13, 4], [12, 5], [15, 5], [17, 5], [12, 6], [14, 6], [13, 7], [17, 9], [17, 10], [13, 11], [16, 11], [15, 14]]";"20";"max_depth";"500";"1.0";"False";"952571";"2020-01-22 19:29:59.017210+00:00";"23663"
"31";"49";"[[2, 1], [9, 1], [12, 1], [5, 2], [5, 3], [11, 3], [13, 3], [7, 4], [13, 4], [12, 5], [15, 5], [17, 5], [12, 6], [14, 6], [13, 7], [17, 9], [17, 10], [13, 11], [16, 11], [15, 14]]";"20";"avg_depth";"500";"4.0";"False";"922345";"2020-01-22 19:29:59.011450+00:00";"23663"
"27";"77";"[[2, 1], [13, 1], [7, 3], [10, 3], [12, 4], [16, 4], [9, 5], [14, 5], [14, 6], [14, 8], [16, 8], [17, 8], [13, 9], [13, 10], [13, 11], [15, 11], [17, 11], [14, 12], [15, 13], [17, 13]]";"20";"max_depth";"500";"2.0";"False";"847204";"2020-01-22 19:29:58.969974+00:00";"23661"
"27";"77";"[[2, 1], [13, 1], [7, 3], [10, 3], [12, 4], [16, 4], [9, 5], [14, 5], [14, 6], [14, 8], [16, 8], [17, 8], [13, 9], [13, 10], [13, 11], [15, 11], [17, 11], [14, 12], [15, 13], [17, 13]]";"20";"avg_depth";"500";"5.0";"False";"1061290";"2020-01-22 19:29:58.966723+00:00";"23661"
"39";"43";"[[4, 1], [16, 1], [3, 2], [7, 2], [15, 2], [11, 3], [13, 3], [18, 3], [15, 4], [16, 4], [11, 6], [15, 6], [16, 6], [13, 8], [16, 8], [17, 8], [16, 10], [13, 11], [14, 13], [18, 14]]";"20";"max_depth";"500";"2.0";"False";"781715";"2020-01-22 19:29:58.928360+00:00";"23725"
"39";"43";"[[4, 1], [16, 1], [3, 2], [7, 2], [15, 2], [11, 3], [13, 3], [18, 3], [15, 4], [16, 4], [11, 6], [15, 6], [16, 6], [13, 8], [16, 8], [17, 8], [16, 10], [13, 11], [14, 13], [18, 14]]";"20";"avg_depth";"500";"3.0";"False";"986705";"2020-01-22 19:29:58.920673+00:00";"23725"
"17";"100";"[[10, 1], [10, 2], [4, 3], [11, 3], [7, 4], [16, 4], [17, 5], [8, 6], [9, 6], [11, 6], [13, 6], [14, 6], [8, 7], [11, 7], [15, 7], [12, 8], [14, 9], [15, 11], [17, 14], [17, 15]]";"20";"max_depth";"500";"2.0";"False";"1522557";"2020-01-22 19:29:58.874205+00:00";"23659"
"17";"100";"[[10, 1], [10, 2], [4, 3], [11, 3], [7, 4], [16, 4], [17, 5], [8, 6], [9, 6], [11, 6], [13, 6], [14, 6], [8, 7], [11, 7], [15, 7], [12, 8], [14, 9], [15, 11], [17, 14], [17, 15]]";"20";"avg_depth";"500";"2.0";"False";"1635246";"2020-01-22 19:29:58.870809+00:00";"23659"
"17";"89";"[[12, 1], [15, 1], [16, 1], [8, 2], [12, 2], [17, 3], [8, 4], [14, 4], [15, 4], [8, 5], [9, 6], [13, 6], [8, 7], [9, 7], [10, 9], [14, 10], [14, 11], [15, 11], [17, 11], [17, 12]]";"20";"max_depth";"500";"2.0";"False";"1384751";"2020-01-22 19:29:58.827233+00:00";"23657"
"17";"89";"[[12, 1], [15, 1], [16, 1], [8, 2], [12, 2], [17, 3], [8, 4], [14, 4], [15, 4], [8, 5], [9, 6], [13, 6], [8, 7], [9, 7], [10, 9], [14, 10], [14, 11], [15, 11], [17, 11], [17, 12]]";"20";"avg_depth";"500";"2.0";"False";"1623729";"2020-01-22 19:29:58.823947+00:00";"23657"
"34";"50";"[[3, 1], [4, 1], [12, 1], [6, 2], [8, 2], [10, 3], [14, 3], [8, 5], [9, 5], [17, 5], [10, 6], [13, 6], [12, 8], [14, 8], [14, 9], [11, 10], [12, 11], [17, 12], [17, 13], [17, 16]]";"20";"max_depth";"500";"3.0";"False";"895275";"2020-01-22 19:29:58.781322+00:00";"23758"
"34";"50";"[[3, 1], [4, 1], [12, 1], [6, 2], [8, 2], [10, 3], [14, 3], [8, 5], [9, 5], [17, 5], [10, 6], [13, 6], [12, 8], [14, 8], [14, 9], [11, 10], [12, 11], [17, 12], [17, 13], [17, 16]]";"20";"avg_depth";"500";"6.0";"False";"901119";"2020-01-22 19:29:58.777990+00:00";"23758"
"30";"59";"[[4, 1], [6, 1], [14, 3], [16, 3], [17, 3], [7, 4], [9, 4], [13, 4], [15, 4], [6, 5], [11, 5], [8, 7], [16, 7], [17, 7], [10, 8], [13, 8], [14, 11], [17, 14], [16, 15], [17, 15]]";"20";"max_depth";"500";"2.0";"False";"847101";"2020-01-22 19:29:58.732801+00:00";"23653"
"30";"59";"[[4, 1], [6, 1], [14, 3], [16, 3], [17, 3], [7, 4], [9, 4], [13, 4], [15, 4], [6, 5], [11, 5], [8, 7], [16, 7], [17, 7], [10, 8], [13, 8], [14, 11], [17, 14], [16, 15], [17, 15]]";"20";"avg_depth";"500";"2.0";"False";"1015711";"2020-01-22 19:29:58.729493+00:00";"23653"
"18";"77";"[[11, 1], [4, 2], [9, 2], [12, 2], [17, 2], [6, 3], [12, 3], [14, 3], [15, 3], [10, 4], [11, 4], [12, 5], [12, 6], [15, 7], [14, 8], [15, 9], [12, 10], [13, 10], [14, 10], [16, 12]]";"20";"max_depth";"500";"2.0";"False";"1380795";"2020-01-22 19:29:58.685749+00:00";"23652"
"18";"77";"[[11, 1], [4, 2], [9, 2], [12, 2], [17, 2], [6, 3], [12, 3], [14, 3], [15, 3], [10, 4], [11, 4], [12, 5], [12, 6], [15, 7], [14, 8], [15, 9], [12, 10], [13, 10], [14, 10], [16, 12]]";"20";"avg_depth";"500";"3.0";"False";"1524165";"2020-01-22 19:29:58.682376+00:00";"23652"
"30";"50";"[[4, 1], [8, 1], [17, 2], [5, 3], [6, 3], [9, 3], [12, 3], [13, 3], [16, 3], [7, 5], [10, 5], [17, 6], [8, 7], [13, 7], [11, 9], [12, 10], [17, 11], [13, 12], [15, 12], [15, 13]]";"20";"max_depth";"500";"2.0";"False";"926260";"2020-01-22 19:29:58.640881+00:00";"23651"
"30";"50";"[[4, 1], [8, 1], [17, 2], [5, 3], [6, 3], [9, 3], [12, 3], [13, 3], [16, 3], [7, 5], [10, 5], [17, 6], [8, 7], [13, 7], [11, 9], [12, 10], [17, 11], [13, 12], [15, 12], [15, 13]]";"20";"avg_depth";"500";"5.0";"False";"979736";"2020-01-22 19:29:58.628712+00:00";"23651"
"23";"69";"[[3, 1], [7, 1], [16, 1], [7, 2], [9, 2], [14, 2], [5, 4], [12, 4], [7, 5], [10, 6], [14, 6], [12, 8], [10, 9], [11, 9], [12, 9], [16, 9], [12, 10], [13, 10], [15, 13], [17, 16]]";"20";"max_depth";"500";"1.0";"False";"1186336";"2020-01-22 19:29:58.587696+00:00";"23656"
"23";"69";"[[3, 1], [7, 1], [16, 1], [7, 2], [9, 2], [14, 2], [5, 4], [12, 4], [7, 5], [10, 6], [14, 6], [12, 8], [10, 9], [11, 9], [12, 9], [16, 9], [12, 10], [13, 10], [15, 13], [17, 16]]";"20";"avg_depth";"500";"2.0";"False";"1281579";"2020-01-22 19:29:58.584289+00:00";"23656"
"24";"71";"[[2, 1], [12, 1], [13, 1], [14, 2], [10, 3], [11, 4], [13, 4], [10, 5], [11, 5], [10, 6], [15, 6], [9, 7], [15, 7], [10, 8], [15, 8], [18, 9], [11, 10], [16, 10], [15, 12], [18, 16]]";"20";"max_depth";"500";"2.0";"False";"1120569";"2020-01-22 19:29:58.540529+00:00";"23732"
"24";"71";"[[2, 1], [12, 1], [13, 1], [14, 2], [10, 3], [11, 4], [13, 4], [10, 5], [11, 5], [10, 6], [15, 6], [9, 7], [15, 7], [10, 8], [15, 8], [18, 9], [11, 10], [16, 10], [15, 12], [18, 16]]";"20";"avg_depth";"500";"2.0";"False";"1352859";"2020-01-22 19:29:58.537179+00:00";"23732"
"35";"46";"[[3, 1], [7, 1], [14, 1], [14, 2], [4, 3], [16, 3], [5, 4], [6, 4], [7, 4], [9, 4], [14, 5], [9, 7], [11, 9], [15, 9], [12, 10], [14, 11], [15, 12], [16, 12], [14, 13], [15, 13]]";"20";"max_depth";"500";"2.0";"False";"715996";"2020-01-22 19:29:58.492721+00:00";"23648"
"35";"46";"[[3, 1], [7, 1], [14, 1], [14, 2], [4, 3], [16, 3], [5, 4], [6, 4], [7, 4], [9, 4], [14, 5], [9, 7], [11, 9], [15, 9], [12, 10], [14, 11], [15, 12], [16, 12], [14, 13], [15, 13]]";"20";"avg_depth";"500";"6.0";"False";"911129";"2020-01-22 19:29:58.489018+00:00";"23648"
"29";"39";"[[5, 1], [10, 1], [13, 1], [16, 1], [4, 2], [13, 2], [4, 3], [10, 3], [12, 3], [8, 4], [13, 4], [12, 5], [11, 6], [12, 6], [9, 7], [13, 8], [15, 8], [17, 8], [10, 9], [15, 12]]";"20";"max_depth";"500";"2.0";"False";"991111";"2020-01-22 19:29:46.895279+00:00";"23647"
"29";"39";"[[5, 1], [10, 1], [13, 1], [16, 1], [4, 2], [13, 2], [4, 3], [10, 3], [12, 3], [8, 4], [13, 4], [12, 5], [11, 6], [12, 6], [9, 7], [13, 8], [15, 8], [17, 8], [10, 9], [15, 12]]";"20";"avg_depth";"500";"2.0";"False";"1212417";"2020-01-22 19:29:46.891913+00:00";"23647"
"35";"49";"[[9, 1], [11, 2], [4, 3], [10, 3], [8, 4], [10, 4], [12, 4], [10, 5], [15, 5], [7, 6], [9, 6], [13, 6], [15, 8], [10, 9], [15, 9], [12, 10], [14, 10], [18, 10], [17, 12], [18, 13]]";"20";"max_depth";"500";"3.0";"False";"726646";"2020-01-22 19:29:46.868312+00:00";"23715"
"35";"49";"[[9, 1], [11, 2], [4, 3], [10, 3], [8, 4], [10, 4], [12, 4], [10, 5], [15, 5], [7, 6], [9, 6], [13, 6], [15, 8], [10, 9], [15, 9], [12, 10], [14, 10], [18, 10], [17, 12], [18, 13]]";"20";"avg_depth";"500";"7.0";"False";"734384";"2020-01-22 19:29:46.856081+00:00";"23715"
