id,max_tile_length,num_tiles,board_width,board_height,tiles,tiles_placed
23503,16,20,53,23,"[{""X"":16,""Y"":15},{""X"":14,""Y"":6},{""X"":13,""Y"":12},{""X"":13,""Y"":10},{""X"":13,""Y"":2},{""X"":12,""Y"":9},{""X"":12,""Y"":7},{""X"":12,""Y"":5},{""X"":12,""Y"":3},{""X"":11,""Y"":5},{""X"":9,""Y"":6},{""X"":9,""Y"":4},{""X"":9,""Y"":3},{""X"":9,""Y"":1},{""X"":8,""Y"":7},{""X"":8,""Y"":2},{""X"":7,""Y"":4},{""X"":6,""Y"":1},{""X"":5,""Y"":1},{""X"":3,""Y"":1}]",1279847
23504,16,20,42,35,"[{""X"":16,""Y"":9},{""X"":16,""Y"":8},{""X"":16,""Y"":6},{""X"":16,""Y"":3},{""X"":15,""Y"":10},{""X"":14,""Y"":6},{""X"":14,""Y"":3},{""X"":14,""Y"":2},{""X"":14,""Y"":1},{""X"":13,""Y"":9},{""X"":13,""Y"":6},{""X"":12,""Y"":11},{""X"":12,""Y"":8},{""X"":12,""Y"":5},{""X"":12,""Y"":1},{""X"":11,""Y"":9},{""X"":10,""Y"":7},{""X"":10,""Y"":2},{""X"":8,""Y"":3},{""X"":7,""Y"":4}]",1489373
23505,16,20,48,34,"[{""X"":16,""Y"":15},{""X"":16,""Y"":8},{""X"":16,""Y"":5},{""X"":15,""Y"":13},{""X"":15,""Y"":5},{""X"":15,""Y"":4},{""X"":14,""Y"":3},{""X"":14,""Y"":1},{""X"":13,""Y"":10},{""X"":13,""Y"":8},{""X"":13,""Y"":6},{""X"":12,""Y"":11},{""X"":12,""Y"":6},{""X"":12,""Y"":3},{""X"":12,""Y"":2},{""X"":11,""Y"":9},{""X"":10,""Y"":9},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":3,""Y"":1}]",11787
23506,16,20,43,23,"[{""X"":16,""Y"":9},{""X"":16,""Y"":8},{""X"":16,""Y"":5},{""X"":16,""Y"":1},{""X"":14,""Y"":6},{""X"":14,""Y"":5},{""X"":12,""Y"":10},{""X"":12,""Y"":4},{""X"":12,""Y"":1},{""X"":11,""Y"":2},{""X"":10,""Y"":4},{""X"":9,""Y"":5},{""X"":8,""Y"":7},{""X"":8,""Y"":1},{""X"":7,""Y"":5},{""X"":7,""Y"":3},{""X"":7,""Y"":2},{""X"":6,""Y"":5},{""X"":4,""Y"":3},{""X"":4,""Y"":1}]",190837
23507,16,20,61,25,"[{""X"":16,""Y"":14},{""X"":16,""Y"":8},{""X"":16,""Y"":7},{""X"":15,""Y"":13},{""X"":15,""Y"":10},{""X"":15,""Y"":9},{""X"":15,""Y"":3},{""X"":15,""Y"":1},{""X"":13,""Y"":4},{""X"":13,""Y"":1},{""X"":12,""Y"":9},{""X"":12,""Y"":1},{""X"":11,""Y"":10},{""X"":10,""Y"":7},{""X"":10,""Y"":3},{""X"":10,""Y"":2},{""X"":10,""Y"":1},{""X"":9,""Y"":8},{""X"":8,""Y"":2},{""X"":4,""Y"":2}]",2165174
23508,16,20,38,23,"[{""X"":15,""Y"":1},{""X"":14,""Y"":9},{""X"":14,""Y"":3},{""X"":13,""Y"":10},{""X"":13,""Y"":6},{""X"":13,""Y"":1},{""X"":12,""Y"":8},{""X"":11,""Y"":7},{""X"":10,""Y"":6},{""X"":10,""Y"":4},{""X"":10,""Y"":3},{""X"":9,""Y"":1},{""X"":8,""Y"":6},{""X"":8,""Y"":2},{""X"":7,""Y"":4},{""X"":7,""Y"":3},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",513799
23509,16,20,42,38,"[{""X"":16,""Y"":13},{""X"":16,""Y"":10},{""X"":16,""Y"":4},{""X"":15,""Y"":13},{""X"":14,""Y"":13},{""X"":14,""Y"":9},{""X"":14,""Y"":6},{""X"":14,""Y"":4},{""X"":14,""Y"":1},{""X"":13,""Y"":12},{""X"":11,""Y"":7},{""X"":11,""Y"":1},{""X"":10,""Y"":8},{""X"":10,""Y"":6},{""X"":9,""Y"":3},{""X"":8,""Y"":7},{""X"":8,""Y"":2},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",1358467
23510,16,20,63,19,"[{""X"":16,""Y"":12},{""X"":16,""Y"":6},{""X"":16,""Y"":3},{""X"":15,""Y"":7},{""X"":15,""Y"":6},{""X"":15,""Y"":3},{""X"":14,""Y"":4},{""X"":14,""Y"":1},{""X"":13,""Y"":10},{""X"":13,""Y"":9},{""X"":12,""Y"":6},{""X"":12,""Y"":3},{""X"":10,""Y"":3},{""X"":9,""Y"":6},{""X"":8,""Y"":1},{""X"":7,""Y"":6},{""X"":7,""Y"":5},{""X"":6,""Y"":3},{""X"":5,""Y"":1},{""X"":4,""Y"":1}]",68420
23512,16,20,41,30,"[{""X"":15,""Y"":11},{""X"":15,""Y"":5},{""X"":15,""Y"":3},{""X"":14,""Y"":10},{""X"":14,""Y"":4},{""X"":14,""Y"":1},{""X"":13,""Y"":9},{""X"":13,""Y"":7},{""X"":13,""Y"":5},{""X"":12,""Y"":10},{""X"":11,""Y"":7},{""X"":10,""Y"":9},{""X"":10,""Y"":7},{""X"":10,""Y"":2},{""X"":9,""Y"":5},{""X"":9,""Y"":2},{""X"":7,""Y"":1},{""X"":5,""Y"":2},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",81634
23513,16,20,42,28,"[{""X"":16,""Y"":7},{""X"":16,""Y"":1},{""X"":15,""Y"":10},{""X"":15,""Y"":4},{""X"":15,""Y"":2},{""X"":13,""Y"":11},{""X"":13,""Y"":10},{""X"":13,""Y"":5},{""X"":13,""Y"":4},{""X"":12,""Y"":10},{""X"":12,""Y"":5},{""X"":11,""Y"":3},{""X"":9,""Y"":8},{""X"":9,""Y"":3},{""X"":9,""Y"":1},{""X"":8,""Y"":1},{""X"":7,""Y"":5},{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":6,""Y"":2}]",1044657
23514,16,20,65,23,"[{""X"":16,""Y"":14},{""X"":16,""Y"":4},{""X"":16,""Y"":2},{""X"":15,""Y"":13},{""X"":15,""Y"":10},{""X"":15,""Y"":1},{""X"":14,""Y"":11},{""X"":13,""Y"":12},{""X"":13,""Y"":10},{""X"":13,""Y"":5},{""X"":13,""Y"":3},{""X"":13,""Y"":1},{""X"":12,""Y"":5},{""X"":12,""Y"":1},{""X"":11,""Y"":10},{""X"":11,""Y"":3},{""X"":9,""Y"":1},{""X"":8,""Y"":1},{""X"":7,""Y"":2},{""X"":4,""Y"":3}]",18626711
23515,16,20,49,29,"[{""X"":16,""Y"":13},{""X"":16,""Y"":3},{""X"":15,""Y"":7},{""X"":15,""Y"":4},{""X"":14,""Y"":12},{""X"":14,""Y"":4},{""X"":13,""Y"":10},{""X"":13,""Y"":5},{""X"":12,""Y"":9},{""X"":12,""Y"":7},{""X"":12,""Y"":4},{""X"":11,""Y"":8},{""X"":10,""Y"":7},{""X"":10,""Y"":6},{""X"":10,""Y"":2},{""X"":10,""Y"":1},{""X"":9,""Y"":3},{""X"":8,""Y"":4},{""X"":7,""Y"":4},{""X"":6,""Y"":1}]",985353
23516,16,20,70,17,"[{""X"":16,""Y"":9},{""X"":16,""Y"":8},{""X"":16,""Y"":6},{""X"":16,""Y"":4},{""X"":16,""Y"":1},{""X"":15,""Y"":14},{""X"":14,""Y"":2},{""X"":14,""Y"":1},{""X"":13,""Y"":11},{""X"":13,""Y"":7},{""X"":13,""Y"":2},{""X"":13,""Y"":1},{""X"":12,""Y"":3},{""X"":10,""Y"":2},{""X"":9,""Y"":5},{""X"":9,""Y"":3},{""X"":9,""Y"":1},{""X"":7,""Y"":6},{""X"":7,""Y"":5},{""X"":3,""Y"":1}]",1012013
23517,16,20,65,25,"[{""X"":16,""Y"":13},{""X"":16,""Y"":9},{""X"":16,""Y"":6},{""X"":16,""Y"":4},{""X"":15,""Y"":14},{""X"":15,""Y"":6},{""X"":14,""Y"":4},{""X"":13,""Y"":12},{""X"":13,""Y"":9},{""X"":13,""Y"":6},{""X"":12,""Y"":11},{""X"":11,""Y"":7},{""X"":11,""Y"":2},{""X"":10,""Y"":2},{""X"":9,""Y"":4},{""X"":8,""Y"":7},{""X"":8,""Y"":2},{""X"":7,""Y"":5},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",3359022
23518,16,20,44,25,"[{""X"":16,""Y"":11},{""X"":16,""Y"":5},{""X"":16,""Y"":3},{""X"":15,""Y"":2},{""X"":14,""Y"":12},{""X"":14,""Y"":6},{""X"":12,""Y"":11},{""X"":12,""Y"":8},{""X"":10,""Y"":4},{""X"":9,""Y"":5},{""X"":8,""Y"":3},{""X"":8,""Y"":2},{""X"":8,""Y"":1},{""X"":7,""Y"":6},{""X"":7,""Y"":5},{""X"":7,""Y"":4},{""X"":7,""Y"":3},{""X"":7,""Y"":1},{""X"":4,""Y"":3},{""X"":4,""Y"":2}]",209596
23519,16,20,77,17,"[{""X"":16,""Y"":1},{""X"":15,""Y"":13},{""X"":15,""Y"":12},{""X"":15,""Y"":8},{""X"":15,""Y"":4},{""X"":14,""Y"":8},{""X"":14,""Y"":1},{""X"":13,""Y"":12},{""X"":13,""Y"":3},{""X"":12,""Y"":7},{""X"":12,""Y"":3},{""X"":11,""Y"":3},{""X"":10,""Y"":8},{""X"":10,""Y"":3},{""X"":9,""Y"":7},{""X"":9,""Y"":2},{""X"":8,""Y"":2},{""X"":7,""Y"":5},{""X"":5,""Y"":2},{""X"":4,""Y"":3}]",83133617
23520,16,20,53,17,"[{""X"":16,""Y"":14},{""X"":16,""Y"":4},{""X"":16,""Y"":3},{""X"":15,""Y"":3},{""X"":15,""Y"":2},{""X"":12,""Y"":8},{""X"":12,""Y"":3},{""X"":12,""Y"":2},{""X"":11,""Y"":3},{""X"":10,""Y"":8},{""X"":10,""Y"":4},{""X"":9,""Y"":5},{""X"":9,""Y"":3},{""X"":8,""Y"":2},{""X"":8,""Y"":1},{""X"":7,""Y"":6},{""X"":7,""Y"":2},{""X"":6,""Y"":4},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1186726
23521,16,20,42,30,"[{""X"":16,""Y"":14},{""X"":16,""Y"":9},{""X"":15,""Y"":10},{""X"":15,""Y"":4},{""X"":15,""Y"":3},{""X"":14,""Y"":11},{""X"":13,""Y"":7},{""X"":12,""Y"":2},{""X"":11,""Y"":4},{""X"":10,""Y"":8},{""X"":9,""Y"":7},{""X"":9,""Y"":3},{""X"":8,""Y"":7},{""X"":8,""Y"":3},{""X"":8,""Y"":1},{""X"":7,""Y"":2},{""X"":6,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":3,""Y"":2}]",494421
23522,16,20,61,25,"[{""X"":16,""Y"":15},{""X"":16,""Y"":12},{""X"":16,""Y"":10},{""X"":16,""Y"":2},{""X"":15,""Y"":6},{""X"":15,""Y"":4},{""X"":15,""Y"":2},{""X"":14,""Y"":13},{""X"":14,""Y"":2},{""X"":13,""Y"":11},{""X"":13,""Y"":9},{""X"":11,""Y"":6},{""X"":11,""Y"":4},{""X"":11,""Y"":1},{""X"":10,""Y"":7},{""X"":10,""Y"":3},{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",402802
23523,16,20,61,26,"[{""X"":16,""Y"":14},{""X"":16,""Y"":13},{""X"":16,""Y"":10},{""X"":16,""Y"":7},{""X"":16,""Y"":6},{""X"":15,""Y"":13},{""X"":15,""Y"":5},{""X"":15,""Y"":2},{""X"":14,""Y"":7},{""X"":11,""Y"":9},{""X"":11,""Y"":8},{""X"":11,""Y"":4},{""X"":10,""Y"":4},{""X"":9,""Y"":3},{""X"":7,""Y"":6},{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":1},{""X"":2,""Y"":1}]",120766
23524,16,20,43,30,"[{""X"":16,""Y"":9},{""X"":16,""Y"":6},{""X"":16,""Y"":3},{""X"":15,""Y"":4},{""X"":14,""Y"":13},{""X"":14,""Y"":10},{""X"":14,""Y"":3},{""X"":14,""Y"":1},{""X"":13,""Y"":12},{""X"":13,""Y"":8},{""X"":13,""Y"":5},{""X"":11,""Y"":4},{""X"":11,""Y"":2},{""X"":10,""Y"":7},{""X"":8,""Y"":5},{""X"":7,""Y"":4},{""X"":7,""Y"":1},{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":3,""Y"":2}]",32485499
23525,16,20,79,17,"[{""X"":16,""Y"":13},{""X"":16,""Y"":5},{""X"":15,""Y"":7},{""X"":14,""Y"":13},{""X"":14,""Y"":7},{""X"":14,""Y"":4},{""X"":12,""Y"":10},{""X"":12,""Y"":5},{""X"":12,""Y"":4},{""X"":12,""Y"":3},{""X"":11,""Y"":2},{""X"":10,""Y"":4},{""X"":10,""Y"":2},{""X"":9,""Y"":7},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":7,""Y"":5},{""X"":7,""Y"":4},{""X"":5,""Y"":4},{""X"":4,""Y"":3}]",266295
23526,16,20,64,22,"[{""X"":16,""Y"":13},{""X"":16,""Y"":7},{""X"":16,""Y"":4},{""X"":16,""Y"":2},{""X"":15,""Y"":13},{""X"":15,""Y"":9},{""X"":15,""Y"":3},{""X"":15,""Y"":2},{""X"":15,""Y"":1},{""X"":14,""Y"":7},{""X"":14,""Y"":2},{""X"":12,""Y"":11},{""X"":11,""Y"":8},{""X"":10,""Y"":5},{""X"":9,""Y"":8},{""X"":8,""Y"":7},{""X"":8,""Y"":3},{""X"":5,""Y"":3},{""X"":3,""Y"":2},{""X"":3,""Y"":1}]",17268
23527,16,20,36,31,"[{""X"":16,""Y"":8},{""X"":16,""Y"":6},{""X"":16,""Y"":3},{""X"":16,""Y"":2},{""X"":15,""Y"":9},{""X"":15,""Y"":2},{""X"":13,""Y"":7},{""X"":13,""Y"":3},{""X"":13,""Y"":2},{""X"":12,""Y"":7},{""X"":12,""Y"":5},{""X"":11,""Y"":9},{""X"":10,""Y"":8},{""X"":9,""Y"":3},{""X"":8,""Y"":7},{""X"":8,""Y"":2},{""X"":7,""Y"":6},{""X"":7,""Y"":2},{""X"":5,""Y"":2},{""X"":3,""Y"":1}]",5788923
23528,16,20,87,16,"[{""X"":16,""Y"":10},{""X"":16,""Y"":9},{""X"":16,""Y"":3},{""X"":15,""Y"":2},{""X"":13,""Y"":8},{""X"":13,""Y"":7},{""X"":12,""Y"":11},{""X"":12,""Y"":10},{""X"":12,""Y"":8},{""X"":12,""Y"":6},{""X"":12,""Y"":5},{""X"":11,""Y"":5},{""X"":10,""Y"":9},{""X"":10,""Y"":7},{""X"":10,""Y"":2},{""X"":10,""Y"":1},{""X"":8,""Y"":5},{""X"":8,""Y"":2},{""X"":7,""Y"":4},{""X"":6,""Y"":1}]",7712527
23529,16,20,43,36,"[{""X"":16,""Y"":14},{""X"":16,""Y"":9},{""X"":16,""Y"":2},{""X"":16,""Y"":1},{""X"":15,""Y"":12},{""X"":14,""Y"":10},{""X"":14,""Y"":7},{""X"":14,""Y"":3},{""X"":13,""Y"":9},{""X"":13,""Y"":2},{""X"":12,""Y"":8},{""X"":12,""Y"":2},{""X"":11,""Y"":7},{""X"":11,""Y"":5},{""X"":11,""Y"":3},{""X"":10,""Y"":9},{""X"":10,""Y"":7},{""X"":9,""Y"":5},{""X"":9,""Y"":4},{""X"":3,""Y"":1}]",3505331
23530,16,20,75,16,"[{""X"":16,""Y"":15},{""X"":16,""Y"":9},{""X"":16,""Y"":6},{""X"":16,""Y"":3},{""X"":15,""Y"":14},{""X"":15,""Y"":3},{""X"":15,""Y"":2},{""X"":14,""Y"":1},{""X"":11,""Y"":6},{""X"":11,""Y"":4},{""X"":10,""Y"":8},{""X"":10,""Y"":6},{""X"":10,""Y"":2},{""X"":8,""Y"":3},{""X"":8,""Y"":1},{""X"":7,""Y"":3},{""X"":6,""Y"":5},{""X"":5,""Y"":3},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1380
23531,16,20,53,22,"[{""X"":16,""Y"":10},{""X"":16,""Y"":3},{""X"":16,""Y"":2},{""X"":15,""Y"":6},{""X"":14,""Y"":10},{""X"":14,""Y"":2},{""X"":14,""Y"":1},{""X"":13,""Y"":11},{""X"":13,""Y"":2},{""X"":12,""Y"":8},{""X"":11,""Y"":5},{""X"":10,""Y"":8},{""X"":10,""Y"":7},{""X"":10,""Y"":5},{""X"":10,""Y"":3},{""X"":10,""Y"":1},{""X"":8,""Y"":7},{""X"":6,""Y"":5},{""X"":6,""Y"":1},{""X"":2,""Y"":1}]",169681
23533,16,20,68,22,"[{""X"":16,""Y"":8},{""X"":16,""Y"":3},{""X"":15,""Y"":9},{""X"":15,""Y"":7},{""X"":15,""Y"":6},{""X"":15,""Y"":4},{""X"":15,""Y"":2},{""X"":15,""Y"":1},{""X"":14,""Y"":13},{""X"":13,""Y"":11},{""X"":13,""Y"":6},{""X"":12,""Y"":11},{""X"":12,""Y"":2},{""X"":11,""Y"":8},{""X"":10,""Y"":8},{""X"":10,""Y"":4},{""X"":9,""Y"":8},{""X"":8,""Y"":1},{""X"":6,""Y"":3},{""X"":5,""Y"":4}]",1467225
23534,16,20,61,27,"[{""X"":16,""Y"":14},{""X"":16,""Y"":9},{""X"":16,""Y"":8},{""X"":16,""Y"":7},{""X"":16,""Y"":4},{""X"":15,""Y"":12},{""X"":15,""Y"":10},{""X"":15,""Y"":7},{""X"":14,""Y"":8},{""X"":14,""Y"":7},{""X"":14,""Y"":5},{""X"":13,""Y"":3},{""X"":12,""Y"":3},{""X"":10,""Y"":7},{""X"":9,""Y"":6},{""X"":9,""Y"":2},{""X"":7,""Y"":2},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":1}]",536220
23535,16,20,50,25,"[{""X"":16,""Y"":10},{""X"":15,""Y"":8},{""X"":14,""Y"":12},{""X"":14,""Y"":10},{""X"":14,""Y"":8},{""X"":14,""Y"":7},{""X"":14,""Y"":4},{""X"":13,""Y"":5},{""X"":13,""Y"":2},{""X"":12,""Y"":3},{""X"":11,""Y"":9},{""X"":10,""Y"":3},{""X"":10,""Y"":2},{""X"":9,""Y"":5},{""X"":9,""Y"":2},{""X"":7,""Y"":2},{""X"":6,""Y"":4},{""X"":5,""Y"":1},{""X"":4,""Y"":2},{""X"":3,""Y"":2}]",1101346
23536,16,20,58,31,"[{""X"":16,""Y"":2},{""X"":15,""Y"":14},{""X"":15,""Y"":13},{""X"":15,""Y"":10},{""X"":14,""Y"":13},{""X"":14,""Y"":12},{""X"":14,""Y"":8},{""X"":13,""Y"":11},{""X"":13,""Y"":9},{""X"":13,""Y"":8},{""X"":13,""Y"":2},{""X"":12,""Y"":11},{""X"":12,""Y"":5},{""X"":11,""Y"":3},{""X"":10,""Y"":3},{""X"":9,""Y"":3},{""X"":8,""Y"":6},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":3,""Y"":1}]",2348
23537,16,20,67,18,"[{""X"":16,""Y"":6},{""X"":16,""Y"":2},{""X"":15,""Y"":12},{""X"":15,""Y"":10},{""X"":15,""Y"":4},{""X"":15,""Y"":1},{""X"":14,""Y"":7},{""X"":13,""Y"":12},{""X"":13,""Y"":10},{""X"":13,""Y"":9},{""X"":11,""Y"":2},{""X"":10,""Y"":2},{""X"":9,""Y"":4},{""X"":8,""Y"":5},{""X"":8,""Y"":3},{""X"":7,""Y"":2},{""X"":7,""Y"":1},{""X"":4,""Y"":1},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",302383
23538,16,20,59,28,"[{""X"":16,""Y"":10},{""X"":15,""Y"":13},{""X"":15,""Y"":12},{""X"":15,""Y"":10},{""X"":15,""Y"":8},{""X"":14,""Y"":13},{""X"":13,""Y"":9},{""X"":12,""Y"":5},{""X"":11,""Y"":9},{""X"":11,""Y"":6},{""X"":11,""Y"":5},{""X"":11,""Y"":3},{""X"":10,""Y"":6},{""X"":10,""Y"":2},{""X"":9,""Y"":1},{""X"":8,""Y"":6},{""X"":8,""Y"":5},{""X"":7,""Y"":2},{""X"":6,""Y"":4},{""X"":5,""Y"":4}]",612267
23539,16,20,86,18,"[{""X"":16,""Y"":12},{""X"":16,""Y"":10},{""X"":15,""Y"":10},{""X"":15,""Y"":6},{""X"":14,""Y"":9},{""X"":14,""Y"":7},{""X"":14,""Y"":6},{""X"":12,""Y"":8},{""X"":12,""Y"":4},{""X"":11,""Y"":9},{""X"":11,""Y"":6},{""X"":11,""Y"":4},{""X"":10,""Y"":8},{""X"":10,""Y"":3},{""X"":9,""Y"":8},{""X"":8,""Y"":4},{""X"":7,""Y"":5},{""X"":6,""Y"":5},{""X"":6,""Y"":1},{""X"":5,""Y"":2}]",840231
23540,16,20,67,25,"[{""X"":16,""Y"":13},{""X"":16,""Y"":8},{""X"":16,""Y"":6},{""X"":15,""Y"":11},{""X"":15,""Y"":10},{""X"":15,""Y"":3},{""X"":14,""Y"":7},{""X"":13,""Y"":12},{""X"":12,""Y"":11},{""X"":12,""Y"":9},{""X"":12,""Y"":2},{""X"":11,""Y"":8},{""X"":10,""Y"":8},{""X"":10,""Y"":6},{""X"":9,""Y"":5},{""X"":8,""Y"":5},{""X"":7,""Y"":2},{""X"":6,""Y"":5},{""X"":3,""Y"":2},{""X"":2,""Y"":1}]",113111
23541,16,20,42,41,"[{""X"":16,""Y"":15},{""X"":16,""Y"":5},{""X"":15,""Y"":12},{""X"":15,""Y"":4},{""X"":15,""Y"":3},{""X"":14,""Y"":13},{""X"":14,""Y"":11},{""X"":14,""Y"":8},{""X"":14,""Y"":3},{""X"":13,""Y"":11},{""X"":13,""Y"":10},{""X"":13,""Y"":1},{""X"":11,""Y"":9},{""X"":10,""Y"":8},{""X"":10,""Y"":6},{""X"":7,""Y"":6},{""X"":7,""Y"":3},{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":3,""Y"":1}]",547606
23542,16,20,49,28,"[{""X"":16,""Y"":12},{""X"":16,""Y"":11},{""X"":16,""Y"":5},{""X"":16,""Y"":2},{""X"":15,""Y"":10},{""X"":15,""Y"":9},{""X"":15,""Y"":4},{""X"":15,""Y"":3},{""X"":14,""Y"":8},{""X"":13,""Y"":3},{""X"":12,""Y"":4},{""X"":11,""Y"":4},{""X"":10,""Y"":6},{""X"":10,""Y"":1},{""X"":9,""Y"":8},{""X"":9,""Y"":6},{""X"":9,""Y"":4},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":2,""Y"":1}]",448998
23543,16,20,77,17,"[{""X"":16,""Y"":12},{""X"":15,""Y"":11},{""X"":15,""Y"":6},{""X"":15,""Y"":4},{""X"":14,""Y"":7},{""X"":13,""Y"":12},{""X"":13,""Y"":4},{""X"":13,""Y"":3},{""X"":13,""Y"":2},{""X"":12,""Y"":8},{""X"":11,""Y"":7},{""X"":11,""Y"":5},{""X"":9,""Y"":8},{""X"":7,""Y"":4},{""X"":7,""Y"":2},{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":4,""Y"":3}]",153791
23544,16,20,55,27,"[{""X"":16,""Y"":15},{""X"":16,""Y"":9},{""X"":15,""Y"":14},{""X"":15,""Y"":12},{""X"":14,""Y"":7},{""X"":12,""Y"":11},{""X"":12,""Y"":7},{""X"":12,""Y"":5},{""X"":11,""Y"":4},{""X"":10,""Y"":6},{""X"":9,""Y"":3},{""X"":8,""Y"":7},{""X"":8,""Y"":5},{""X"":8,""Y"":2},{""X"":7,""Y"":5},{""X"":6,""Y"":3},{""X"":5,""Y"":4},{""X"":4,""Y"":3},{""X"":3,""Y"":2},{""X"":3,""Y"":1}]",238180
23545,16,20,53,20,"[{""X"":16,""Y"":4},{""X"":16,""Y"":1},{""X"":15,""Y"":3},{""X"":15,""Y"":2},{""X"":14,""Y"":9},{""X"":14,""Y"":6},{""X"":13,""Y"":5},{""X"":13,""Y"":2},{""X"":12,""Y"":11},{""X"":12,""Y"":5},{""X"":12,""Y"":4},{""X"":11,""Y"":5},{""X"":11,""Y"":3},{""X"":10,""Y"":8},{""X"":10,""Y"":4},{""X"":9,""Y"":6},{""X"":8,""Y"":5},{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":4,""Y"":2}]",143575
23546,16,20,53,23,"[{""X"":15,""Y"":11},{""X"":14,""Y"":13},{""X"":14,""Y"":9},{""X"":14,""Y"":4},{""X"":14,""Y"":1},{""X"":13,""Y"":11},{""X"":12,""Y"":8},{""X"":12,""Y"":5},{""X"":11,""Y"":9},{""X"":11,""Y"":3},{""X"":10,""Y"":1},{""X"":9,""Y"":7},{""X"":9,""Y"":3},{""X"":9,""Y"":1},{""X"":8,""Y"":4},{""X"":7,""Y"":6},{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":2,""Y"":1}]",787207
23547,16,20,67,17,"[{""X"":16,""Y"":2},{""X"":15,""Y"":10},{""X"":15,""Y"":6},{""X"":15,""Y"":1},{""X"":14,""Y"":13},{""X"":14,""Y"":7},{""X"":14,""Y"":1},{""X"":13,""Y"":12},{""X"":13,""Y"":6},{""X"":13,""Y"":2},{""X"":12,""Y"":2},{""X"":11,""Y"":9},{""X"":10,""Y"":8},{""X"":10,""Y"":2},{""X"":10,""Y"":1},{""X"":9,""Y"":1},{""X"":7,""Y"":2},{""X"":6,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":2}]",22932
23548,16,20,71,20,"[{""X"":16,""Y"":11},{""X"":15,""Y"":13},{""X"":15,""Y"":9},{""X"":15,""Y"":5},{""X"":15,""Y"":4},{""X"":15,""Y"":2},{""X"":14,""Y"":11},{""X"":14,""Y"":3},{""X"":13,""Y"":11},{""X"":11,""Y"":10},{""X"":11,""Y"":2},{""X"":10,""Y"":8},{""X"":10,""Y"":3},{""X"":8,""Y"":5},{""X"":7,""Y"":6},{""X"":7,""Y"":4},{""X"":7,""Y"":2},{""X"":6,""Y"":5},{""X"":6,""Y"":2},{""X"":2,""Y"":1}]",894530
23549,16,20,40,33,"[{""X"":16,""Y"":9},{""X"":16,""Y"":7},{""X"":15,""Y"":4},{""X"":14,""Y"":12},{""X"":14,""Y"":3},{""X"":13,""Y"":9},{""X"":13,""Y"":3},{""X"":12,""Y"":8},{""X"":12,""Y"":7},{""X"":12,""Y"":1},{""X"":10,""Y"":9},{""X"":10,""Y"":8},{""X"":10,""Y"":4},{""X"":10,""Y"":3},{""X"":9,""Y"":8},{""X"":9,""Y"":6},{""X"":8,""Y"":3},{""X"":8,""Y"":1},{""X"":7,""Y"":6},{""X"":6,""Y"":1}]",424471
23550,16,20,52,26,"[{""X"":16,""Y"":4},{""X"":16,""Y"":1},{""X"":15,""Y"":13},{""X"":15,""Y"":4},{""X"":15,""Y"":3},{""X"":15,""Y"":1},{""X"":14,""Y"":13},{""X"":14,""Y"":7},{""X"":14,""Y"":3},{""X"":14,""Y"":1},{""X"":13,""Y"":6},{""X"":13,""Y"":4},{""X"":12,""Y"":11},{""X"":12,""Y"":10},{""X"":10,""Y"":8},{""X"":10,""Y"":7},{""X"":10,""Y"":2},{""X"":9,""Y"":2},{""X"":7,""Y"":3},{""X"":6,""Y"":5}]",27199191
