"rows";"cols";"tiles";"n_tiles"
"36";"26";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [7, 1], [8, 1], [9, 1], [13, 1], [16, 1], [13, 2], [35, 3], [13, 4], [15, 13], [22, 22]]";"20"
"31";"18";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [7, 1], [7, 1], [7, 1], [13, 1], [15, 1], [15, 1], [3, 2], [6, 2], [13, 2], [15, 3], [8, 4], [18, 4], [15, 5], [18, 5], [18, 7]]";"20"
"15";"21";"[[2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [15, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 4], [6, 4], [6, 4], [6, 5], [20, 5]]";"20"
"30";"39";"[[1, 1], [2, 1], [5, 1], [8, 1], [8, 1], [13, 1], [14, 1], [38, 1], [3, 2], [7, 2], [4, 4], [7, 4], [8, 4], [10, 4], [38, 5], [16, 6], [18, 8], [20, 8], [16, 10], [15, 13]]";"20"
"10";"26";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [22, 1], [22, 1], [4, 2], [6, 2], [7, 2], [4, 3], [4, 4], [7, 4], [10, 4], [15, 4]]";"20"
"29";"18";"[[1, 1], [2, 1], [4, 1], [8, 1], [9, 1], [9, 1], [16, 1], [16, 1], [8, 2], [13, 2], [4, 3], [6, 3], [12, 3], [12, 3], [6, 4], [10, 4], [12, 5], [6, 6], [9, 8], [9, 9]]";"20"
"20";"14";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [5, 1], [6, 1], [3, 2], [4, 2], [10, 2], [3, 3], [4, 4], [5, 4], [16, 4], [5, 5], [10, 8]]";"20"
"20";"19";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [6, 1], [6, 1], [19, 1], [2, 2], [4, 2], [4, 2], [6, 2], [13, 2], [5, 3], [9, 4], [7, 6], [17, 6], [9, 9]]";"20"
"32";"34";"[[1, 1], [4, 1], [4, 1], [4, 1], [5, 1], [7, 1], [10, 1], [10, 1], [10, 1], [13, 1], [16, 1], [7, 2], [10, 2], [18, 2], [16, 3], [10, 4], [9, 7], [15, 13], [18, 14], [21, 16]]";"20"
"33";"40";"[[1, 1], [1, 1], [6, 1], [10, 1], [15, 1], [17, 1], [17, 1], [20, 1], [30, 1], [33, 1], [38, 1], [39, 1], [9, 2], [17, 2], [39, 2], [17, 6], [30, 8], [9, 9], [30, 9], [30, 9]]";"20"
"20";"23";"[[1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [9, 1], [16, 1], [2, 2], [2, 2], [3, 2], [9, 2], [3, 3], [4, 3], [14, 3], [6, 4], [11, 4], [22, 4], [12, 6], [16, 6]]";"20"
"40";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [5, 1], [7, 1], [9, 1], [9, 1], [13, 2], [7, 3], [19, 3], [25, 3], [4, 4], [9, 4], [9, 5], [9, 5], [25, 16]]";"20"
"17";"35";"[[1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [10, 1], [20, 1], [34, 1], [3, 2], [5, 2], [10, 2], [4, 3], [20, 3], [4, 4], [9, 4], [20, 4], [6, 6], [14, 8], [16, 8]]";"20"
"10";"20";"[[1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [10, 1], [14, 1], [20, 1], [3, 2], [7, 2], [20, 2], [3, 3], [5, 4], [8, 4]]";"20"
"28";"17";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [7, 1], [7, 1], [7, 1], [7, 1], [9, 1], [11, 1], [12, 2], [16, 5], [12, 6], [10, 7], [11, 7], [12, 7]]";"20"
"37";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [6, 1], [9, 1], [11, 1], [11, 1], [20, 1], [20, 1], [20, 1], [24, 1], [34, 1], [34, 1], [3, 2], [4, 2], [20, 2], [5, 4], [11, 4], [34, 5]]";"20"
"28";"33";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [7, 1], [8, 1], [12, 1], [12, 1], [3, 2], [8, 2], [8, 2], [13, 2], [5, 3], [12, 3], [16, 4], [12, 7], [16, 12], [26, 16]]";"20"
"25";"39";"[[1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [5, 1], [5, 1], [7, 1], [7, 1], [9, 1], [9, 1], [28, 1], [6, 2], [6, 3], [28, 4], [35, 4], [16, 9], [16, 13], [16, 16]]";"20"
"26";"28";"[[4, 1], [5, 1], [5, 1], [5, 1], [12, 1], [16, 1], [16, 1], [4, 2], [5, 2], [6, 2], [9, 2], [15, 2], [4, 3], [6, 4], [6, 4], [7, 6], [10, 6], [15, 7], [16, 10], [16, 10]]";"20"
"23";"32";"[[2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [5, 1], [7, 1], [7, 1], [24, 1], [24, 1], [2, 2], [5, 2], [11, 2], [17, 2], [7, 3], [28, 3], [16, 8], [22, 16]]";"20"
"38";"14";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [7, 1], [8, 1], [4, 2], [4, 2], [4, 2], [5, 2], [7, 2], [7, 2], [13, 2], [4, 3], [5, 5], [11, 9], [11, 9], [14, 13]]";"20"
"18";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [16, 1], [16, 1], [31, 1], [32, 1], [2, 2], [3, 2], [8, 2], [8, 2], [11, 2], [16, 3], [28, 16]]";"20"
"31";"27";"[[1, 1], [1, 1], [1, 1], [5, 1], [8, 1], [8, 1], [8, 1], [8, 1], [15, 1], [16, 1], [16, 1], [16, 1], [8, 2], [8, 2], [16, 2], [8, 3], [8, 3], [15, 9], [15, 9], [22, 16]]";"20"
"40";"33";"[[1, 1], [3, 1], [3, 1], [4, 1], [14, 1], [14, 1], [15, 1], [15, 1], [15, 1], [25, 1], [19, 2], [8, 3], [9, 3], [9, 3], [14, 3], [25, 5], [15, 6], [16, 8], [24, 9], [26, 19]]";"20"
"21";"26";"[[1, 1], [1, 1], [4, 1], [5, 1], [5, 1], [6, 1], [9, 1], [18, 1], [7, 2], [9, 2], [4, 3], [5, 3], [6, 3], [11, 3], [15, 4], [16, 4], [16, 4], [9, 5], [9, 7], [13, 7]]";"20"
"22";"21";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [6, 1], [5, 2], [5, 2], [10, 2], [5, 4], [10, 4], [16, 4], [17, 16]]";"20"
"13";"19";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [3, 2], [3, 2], [4, 2], [4, 2], [5, 2], [10, 2], [3, 3], [5, 3], [6, 3], [6, 3], [7, 3], [10, 4], [12, 4]]";"20"
"20";"27";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [7, 1], [9, 1], [14, 1], [14, 1], [14, 1], [16, 1], [16, 1], [16, 1], [27, 1], [27, 3], [19, 16]]";"20"
"18";"37";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [7, 1], [10, 1], [12, 1], [20, 1], [22, 1], [6, 2], [10, 2], [4, 3], [12, 3], [10, 4], [23, 5], [10, 9], [23, 11]]";"20"
"27";"20";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [7, 1], [11, 1], [11, 1], [14, 1], [4, 3], [11, 3], [12, 3], [8, 4], [9, 4], [9, 4], [12, 6], [9, 7], [16, 10]]";"20"
"11";"34";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [7, 1], [7, 1], [9, 1], [17, 1], [20, 1], [30, 1], [3, 2], [3, 2], [10, 3], [6, 4], [8, 4], [14, 4], [28, 4]]";"20"
"32";"21";"[[1, 1], [3, 1], [7, 1], [8, 1], [11, 1], [11, 1], [16, 1], [3, 2], [5, 2], [5, 2], [11, 2], [13, 2], [4, 3], [4, 3], [7, 3], [4, 4], [5, 4], [12, 4], [14, 10], [17, 16]]";"20"
"30";"37";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [4, 2], [4, 2], [7, 3], [6, 4], [7, 4], [10, 6], [8, 7], [15, 7], [14, 10], [20, 14], [22, 16]]";"20"
"11";"36";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [7, 1], [7, 1], [2, 2], [8, 2], [17, 2], [26, 2], [4, 3], [26, 3], [4, 4], [36, 4]]";"20"
"18";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [6, 1], [7, 1], [10, 1], [16, 1], [16, 1], [3, 2], [15, 2], [16, 3], [16, 9]]";"20"
"28";"30";"[[1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [12, 1], [12, 1], [12, 1], [16, 1], [3, 2], [3, 2], [9, 2], [12, 2], [10, 3], [11, 3], [12, 3], [12, 5], [12, 8], [16, 12], [17, 16]]";"20"
"20";"20";"[[1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [8, 1], [8, 1], [13, 1], [13, 1], [13, 1], [16, 1], [19, 1], [4, 2], [9, 2], [15, 3], [10, 4], [16, 5], [10, 10]]";"20"
"30";"24";"[[1, 1], [1, 1], [2, 1], [6, 1], [8, 1], [9, 1], [9, 1], [13, 1], [13, 1], [14, 1], [14, 1], [14, 2], [4, 4], [5, 4], [10, 4], [23, 4], [5, 5], [14, 5], [9, 7], [23, 12]]";"20"
"39";"29";"[[1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [6, 1], [8, 1], [8, 1], [9, 1], [19, 1], [28, 1], [29, 1], [38, 1], [25, 2], [13, 3], [38, 3], [13, 4], [25, 4], [35, 8], [38, 9]]";"20"
"32";"39";"[[1, 1], [6, 1], [8, 1], [16, 1], [16, 1], [16, 1], [16, 1], [16, 1], [17, 1], [24, 1], [5, 2], [11, 2], [24, 2], [24, 2], [39, 2], [24, 4], [24, 5], [16, 9], [18, 14], [21, 14]]";"20"
"13";"21";"[[1, 1], [1, 1], [3, 1], [3, 1], [3, 1], [6, 1], [6, 1], [6, 1], [10, 1], [10, 1], [21, 1], [21, 1], [3, 2], [3, 2], [6, 2], [10, 2], [5, 3], [6, 3], [7, 4], [11, 7]]";"20"
"39";"19";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [10, 1], [10, 1], [13, 1], [13, 1], [14, 1], [17, 1], [21, 1], [23, 1], [23, 1], [14, 2], [24, 2], [10, 3], [10, 3], [18, 4], [38, 10]]";"20"
"31";"33";"[[1, 1], [2, 1], [4, 1], [4, 1], [4, 1], [6, 1], [10, 1], [11, 1], [11, 1], [15, 1], [15, 1], [22, 1], [19, 2], [32, 2], [19, 3], [14, 5], [12, 6], [16, 6], [28, 8], [33, 9]]";"20"
"30";"25";"[[3, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [8, 1], [9, 1], [21, 1], [24, 1], [3, 2], [12, 2], [17, 2], [3, 3], [4, 3], [10, 3], [14, 3], [20, 6], [24, 8], [17, 11]]";"20"
"16";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [6, 1], [7, 1], [11, 1], [6, 2], [6, 2], [3, 3], [5, 3], [7, 3], [6, 6], [7, 6], [8, 6], [9, 6]]";"20"
"25";"25";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [16, 1], [16, 1], [19, 1], [25, 1], [4, 2], [8, 2], [8, 2], [6, 3], [6, 3], [13, 4], [18, 5], [19, 6], [25, 8]]";"20"
"35";"29";"[[1, 1], [1, 1], [4, 1], [5, 1], [9, 1], [9, 1], [9, 1], [19, 1], [34, 1], [4, 2], [4, 2], [9, 2], [16, 2], [21, 2], [8, 3], [34, 3], [10, 4], [11, 4], [18, 8], [22, 21]]";"20"
"11";"29";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [7, 1], [9, 1], [19, 1], [20, 1], [3, 2], [4, 2], [4, 3], [4, 3], [15, 4], [29, 5]]";"20"
"14";"39";"[[1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [4, 1], [7, 1], [17, 1], [4, 2], [7, 2], [5, 3], [7, 3], [6, 4], [10, 4], [13, 4], [14, 4], [35, 4], [5, 5], [9, 5], [11, 6]]";"20"
"40";"39";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [9, 1], [10, 1], [15, 1], [17, 1], [20, 1], [39, 1], [39, 1], [39, 1], [39, 2], [10, 3], [21, 9], [36, 10], [21, 15], [23, 17]]";"20"
"23";"17";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [7, 1], [7, 1], [9, 1], [12, 1], [15, 1], [2, 2], [3, 2], [4, 2], [7, 3], [9, 3], [16, 3], [12, 6], [9, 8], [9, 8]]";"20"
"27";"37";"[[1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [5, 1], [10, 1], [11, 1], [36, 1], [2, 2], [3, 2], [3, 2], [3, 2], [4, 2], [22, 2], [11, 4], [11, 6], [22, 9], [36, 15]]";"20"
"31";"18";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [5, 1], [7, 1], [13, 1], [15, 1], [16, 1], [4, 2], [8, 2], [9, 2], [15, 3], [15, 3], [6, 4], [15, 4], [16, 6], [16, 11]]";"20"
"11";"26";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [5, 1], [7, 1], [8, 1], [9, 1], [9, 1], [26, 1], [3, 2], [3, 3], [5, 3], [4, 4], [15, 4], [5, 5], [8, 5], [8, 5]]";"20"
"40";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [6, 1], [6, 1], [6, 1], [15, 1], [18, 1], [19, 1], [24, 1], [24, 1], [25, 1], [8, 2], [39, 2], [15, 7], [24, 11], [20, 15], [24, 17]]";"20"
"40";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [8, 1], [13, 1], [15, 1], [26, 1], [26, 1], [26, 1], [26, 2], [26, 4], [13, 5], [9, 6], [26, 6], [20, 9], [21, 10], [21, 16]]";"20"
"22";"28";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [13, 1], [19, 1], [13, 2], [5, 3], [5, 3], [6, 3], [11, 3], [7, 4], [19, 5], [25, 13]]";"20"
"29";"40";"[[1, 1], [3, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [6, 1], [11, 1], [16, 1], [40, 1], [2, 2], [3, 2], [3, 2], [6, 3], [40, 4], [16, 7], [40, 8], [16, 13], [16, 14]]";"20"
"27";"18";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [5, 1], [5, 1], [9, 1], [14, 1], [16, 1], [16, 1], [9, 2], [11, 2], [7, 4], [9, 4], [6, 5], [14, 6], [17, 11]]";"20"
"28";"18";"[[2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [8, 1], [9, 1], [14, 1], [16, 1], [16, 1], [3, 2], [4, 2], [5, 2], [7, 2], [8, 2], [15, 2], [16, 2], [16, 9], [16, 10]]";"20"
"30";"36";"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [9, 1], [13, 1], [22, 1], [4, 2], [4, 2], [16, 2], [13, 6], [11, 8], [11, 8], [15, 13], [14, 14], [20, 16]]";"20"
"30";"14";"[[2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [10, 1], [12, 1], [4, 2], [4, 2], [6, 2], [9, 2], [11, 2], [11, 2], [8, 3], [16, 4], [6, 6], [9, 6], [12, 9]]";"20"
"20";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [16, 1], [20, 1], [20, 1], [3, 2], [15, 2], [4, 3], [4, 3], [31, 16]]";"20"
"34";"25";"[[1, 1], [1, 1], [2, 1], [2, 1], [6, 1], [7, 1], [8, 1], [9, 1], [11, 1], [25, 1], [14, 2], [15, 2], [9, 4], [15, 4], [11, 5], [15, 5], [10, 8], [10, 9], [11, 9], [25, 9]]";"20"
"14";"10";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [7, 1], [8, 1], [10, 1], [3, 2], [4, 2], [8, 2], [4, 3], [5, 4], [8, 4]]";"20"
"20";"39";"[[1, 1], [3, 1], [3, 1], [16, 1], [19, 1], [26, 1], [4, 2], [4, 2], [4, 2], [14, 2], [14, 2], [26, 2], [30, 2], [34, 2], [8, 3], [9, 3], [9, 3], [34, 3], [17, 4], [34, 6]]";"20"
"19";"10";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [9, 1], [2, 2], [7, 2], [14, 2], [16, 6]]";"20"
"27";"40";"[[2, 1], [2, 1], [3, 1], [7, 1], [8, 1], [9, 1], [9, 1], [9, 1], [11, 1], [5, 2], [11, 3], [6, 4], [9, 4], [16, 4], [6, 5], [7, 5], [40, 5], [6, 6], [16, 7], [40, 11]]";"20"
"15";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [3, 2], [3, 2], [4, 2], [17, 2], [4, 4], [17, 9]]";"20"
"39";"31";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [9, 1], [10, 1], [13, 1], [21, 1], [36, 1], [36, 1], [36, 1], [38, 1], [38, 1], [38, 2], [38, 23]]";"20"
"14";"19";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [7, 1], [14, 1], [14, 1], [15, 1], [2, 2], [5, 2], [5, 2], [8, 2], [7, 3], [8, 3], [14, 3], [4, 4], [14, 4]]";"20"
"33";"32";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [7, 1], [8, 1], [9, 1], [16, 1], [16, 1], [4, 2], [5, 2], [9, 2], [6, 5], [21, 6], [16, 7], [28, 11], [23, 16]]";"20"
"17";"27";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [5, 1], [6, 1], [6, 1], [9, 1], [16, 1], [16, 1], [16, 1], [16, 2], [16, 4], [17, 16]]";"20"
"24";"18";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [8, 1], [12, 1], [2, 2], [8, 2], [16, 3], [8, 4], [8, 4], [8, 4], [9, 4], [16, 5], [12, 9]]";"20"
"34";"17";"[[2, 1], [2, 1], [3, 1], [5, 1], [6, 1], [7, 1], [8, 1], [17, 1], [27, 1], [31, 1], [31, 1], [31, 1], [3, 2], [10, 2], [12, 2], [20, 2], [27, 2], [33, 2], [4, 3], [31, 6]]";"20"
"29";"12";"[[2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [5, 1], [7, 1], [16, 1], [3, 2], [6, 2], [6, 3], [10, 3], [14, 6], [13, 11]]";"20"
"34";"20";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [8, 2], [10, 2], [20, 2], [20, 5], [20, 8], [20, 16]]";"20"
"28";"24";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [9, 1], [11, 1], [11, 1], [12, 1], [3, 2], [23, 2], [4, 3], [5, 4], [15, 4], [23, 10], [19, 12]]";"20"
"19";"12";"[[1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [7, 1], [9, 1], [9, 1], [9, 1], [9, 1], [11, 1], [16, 1], [3, 2], [3, 2], [10, 2], [10, 2], [16, 2], [4, 3], [11, 3], [4, 4]]";"20"
"35";"12";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [18, 2], [24, 2], [10, 4], [9, 6], [9, 6], [18, 8]]";"20"
"39";"29";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [9, 1], [12, 1], [14, 1], [25, 1], [36, 1], [4, 2], [12, 2], [12, 5], [24, 8], [38, 19]]";"20"
"35";"25";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [7, 1], [7, 1], [10, 1], [12, 1], [15, 1], [20, 1], [22, 1], [25, 1], [25, 1], [2, 2], [34, 3], [12, 5], [34, 6], [29, 12]]";"20"
"23";"21";"[[3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [9, 1], [11, 1], [16, 1], [16, 1], [6, 2], [3, 3], [4, 3], [5, 4], [11, 4], [10, 5], [16, 5], [9, 6], [17, 7]]";"20"
"30";"16";"[[1, 1], [4, 1], [4, 1], [8, 1], [16, 1], [16, 1], [3, 2], [3, 2], [4, 2], [4, 2], [4, 2], [4, 2], [5, 2], [9, 2], [4, 3], [4, 3], [14, 3], [16, 4], [16, 7], [13, 9]]";"20"
"29";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [6, 1], [7, 1], [16, 1], [16, 1], [6, 2], [16, 2], [6, 3], [40, 4], [22, 6], [40, 9], [22, 10], [13, 13]]";"20"
"25";"35";"[[1, 1], [3, 1], [7, 1], [8, 1], [8, 1], [8, 1], [8, 1], [8, 1], [8, 2], [13, 2], [15, 2], [15, 2], [16, 2], [31, 3], [14, 4], [16, 4], [8, 6], [24, 7], [14, 9], [15, 9]]";"20"
"35";"21";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [7, 1], [14, 1], [7, 2], [9, 2], [14, 2], [14, 3], [9, 5], [7, 7], [15, 7], [28, 14]]";"20"
"20";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [7, 1], [3, 2], [4, 2], [7, 2], [3, 3], [9, 3], [7, 4], [7, 6], [9, 7], [15, 9]]";"20"
"23";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [5, 1], [6, 1], [7, 1], [7, 1], [10, 1], [3, 2], [5, 2], [7, 2], [7, 3], [7, 6], [13, 7], [20, 16]]";"20"
"38";"39";"[[1, 1], [2, 1], [2, 1], [3, 1], [6, 1], [10, 1], [24, 1], [25, 1], [25, 1], [39, 1], [2, 2], [11, 2], [11, 2], [13, 2], [4, 4], [6, 4], [9, 8], [10, 9], [16, 9], [37, 25]]";"20"
"25";"12";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [6, 1], [7, 1], [9, 1], [9, 1], [2, 2], [6, 3], [9, 3], [8, 4], [11, 4], [10, 6], [11, 6]]";"20"
"13";"23";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [5, 1], [6, 1], [6, 1], [8, 1], [10, 1], [12, 1], [19, 1], [4, 2], [6, 2], [7, 2], [12, 2], [15, 2], [4, 4], [23, 5]]";"20"
"40";"28";"[[2, 1], [2, 1], [14, 1], [14, 1], [19, 1], [20, 1], [28, 1], [37, 1], [37, 1], [39, 1], [2, 2], [7, 2], [21, 2], [39, 2], [37, 3], [21, 4], [14, 5], [16, 6], [39, 6], [25, 7]]";"20"
"11";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [7, 1], [7, 1], [8, 1], [8, 1], [15, 1], [4, 2], [8, 2], [10, 4], [7, 5]]";"20"
"35";"27";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [6, 1], [8, 1], [8, 1], [11, 1], [14, 1], [15, 1], [17, 1], [4, 2], [18, 2], [34, 4], [7, 6], [17, 7], [23, 22]]";"20"
"36";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [11, 1], [17, 1], [17, 1], [18, 1], [18, 1], [18, 1], [3, 3], [7, 3], [25, 3], [10, 8], [25, 8]]";"20"
"24";"22";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [14, 1], [8, 2], [11, 3], [4, 4], [4, 4], [11, 5], [11, 7], [13, 8], [16, 10]]";"20"
"37";"18";"[[3, 1], [6, 1], [9, 1], [9, 1], [11, 1], [11, 1], [12, 1], [16, 1], [24, 1], [25, 1], [4, 2], [6, 2], [36, 2], [10, 3], [12, 3], [24, 3], [12, 4], [12, 6], [10, 8], [11, 10]]";"20"
"35";"38";"[[1, 1], [2, 1], [6, 1], [7, 1], [9, 1], [15, 1], [24, 1], [7, 2], [9, 2], [10, 2], [18, 2], [20, 2], [21, 2], [24, 2], [34, 2], [21, 4], [13, 8], [24, 8], [24, 8], [24, 17]]";"20"
"16";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [5, 1], [5, 1], [6, 1], [6, 1], [2, 2], [4, 2], [5, 2], [10, 2], [4, 3], [6, 3], [7, 5], [6, 6]]";"20"
"19";"34";"[[1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [11, 1], [20, 1], [20, 1], [20, 1], [11, 2], [16, 2], [20, 2], [7, 3], [15, 3], [16, 3], [11, 4], [11, 6], [16, 8], [11, 10]]";"20"
"20";"38";"[[1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [8, 1], [9, 1], [10, 1], [16, 1], [16, 1], [16, 1], [16, 1], [3, 2], [7, 3], [19, 3], [7, 4], [8, 7], [26, 8], [34, 8]]";"20"
"36";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [9, 1], [10, 1], [12, 1], [15, 1], [25, 1], [25, 1], [25, 1], [11, 2], [24, 2], [25, 2], [11, 3], [14, 5], [7, 6], [19, 7], [25, 15]]";"20"
"21";"32";"[[1, 1], [2, 1], [3, 1], [3, 1], [10, 1], [16, 1], [19, 1], [2, 2], [3, 2], [3, 2], [4, 2], [9, 2], [10, 2], [10, 2], [4, 4], [6, 4], [13, 4], [8, 5], [12, 11], [17, 16]]";"20"
