"rows";"cols";"tiles";"n_tiles";"external_id"
"29";"50";"[[2, 1], [13, 1], [8, 2], [13, 2], [15, 2], [16, 2], [19, 2], [4, 3], [13, 3], [8, 4], [18, 4], [10, 6], [15, 6], [9, 8], [10, 8], [15, 8], [11, 10], [13, 10], [17, 10], [18, 17]]";"20";"23802"
"24";"63";"[[14, 1], [15, 1], [17, 1], [19, 1], [7, 2], [12, 2], [15, 3], [17, 3], [13, 4], [19, 4], [6, 5], [11, 5], [17, 6], [12, 7], [12, 8], [17, 9], [12, 11], [13, 11], [14, 13], [16, 13]]";"20";"23801"
"27";"69";"[[13, 1], [18, 1], [6, 2], [7, 2], [12, 2], [12, 3], [16, 3], [6, 5], [9, 5], [17, 5], [18, 5], [10, 6], [13, 7], [19, 7], [20, 7], [12, 10], [13, 12], [15, 14], [19, 14], [17, 16]]";"20";"23948"
"31";"59";"[[6, 1], [8, 1], [10, 2], [4, 3], [12, 3], [18, 3], [14, 4], [16, 4], [11, 5], [18, 6], [19, 6], [8, 7], [9, 8], [10, 8], [17, 8], [14, 10], [16, 10], [13, 12], [16, 14], [17, 16]]";"20";"23804"
"19";"85";"[[6, 1], [9, 1], [19, 1], [14, 2], [15, 2], [17, 2], [6, 3], [7, 3], [15, 3], [8, 4], [18, 4], [19, 4], [12, 5], [7, 6], [14, 7], [17, 9], [19, 11], [14, 12], [15, 14], [19, 15]]";"20";"23798"
"28";"79";"[[20, 2], [5, 3], [6, 3], [8, 3], [18, 3], [10, 4], [6, 5], [7, 5], [14, 5], [11, 6], [17, 8], [11, 9], [13, 9], [12, 10], [18, 10], [20, 10], [18, 11], [20, 13], [16, 15], [18, 15]]";"20";"31127"
"39";"50";"[[5, 1], [10, 1], [13, 1], [15, 1], [17, 1], [10, 3], [17, 3], [11, 4], [13, 4], [14, 4], [11, 7], [19, 7], [9, 8], [16, 8], [18, 10], [17, 11], [17, 12], [14, 13], [16, 14], [18, 15]]";"20";"23796"
"41";"49";"[[7, 1], [10, 1], [15, 1], [8, 3], [9, 3], [17, 3], [18, 3], [5, 4], [20, 4], [6, 5], [8, 5], [10, 6], [16, 8], [20, 8], [19, 9], [11, 10], [18, 12], [19, 12], [17, 14], [20, 17]]";"20";"23935"
"32";"63";"[[5, 2], [6, 2], [7, 2], [8, 2], [12, 2], [5, 3], [12, 3], [8, 5], [11, 5], [17, 5], [11, 6], [18, 6], [20, 8], [14, 9], [14, 10], [13, 11], [16, 12], [19, 12], [19, 14], [20, 14]]";"20";"23913"
"37";"48";"[[5, 1], [9, 1], [16, 1], [4, 2], [8, 2], [11, 2], [13, 2], [8, 3], [10, 3], [9, 4], [13, 4], [9, 5], [10, 7], [16, 7], [13, 8], [15, 9], [18, 12], [17, 13], [18, 17], [19, 17]]";"20";"23792"
"35";"59";"[[18, 1], [8, 2], [16, 2], [6, 3], [13, 3], [13, 4], [8, 6], [15, 6], [9, 7], [13, 7], [16, 7], [12, 8], [13, 8], [10, 9], [18, 9], [19, 10], [13, 12], [19, 12], [16, 13], [18, 14]]";"20";"23790"
"23";"70";"[[6, 1], [3, 2], [13, 2], [16, 2], [10, 3], [14, 3], [18, 3], [12, 4], [14, 4], [6, 5], [7, 5], [8, 5], [11, 5], [14, 6], [10, 7], [15, 7], [18, 9], [19, 12], [15, 13], [18, 17]]";"20";"23789"
"43";"45";"[[3, 1], [9, 2], [10, 2], [19, 2], [6, 3], [12, 4], [13, 4], [14, 4], [17, 4], [19, 4], [10, 5], [17, 6], [19, 6], [20, 6], [18, 9], [13, 10], [18, 10], [19, 12], [14, 13], [18, 15]]";"20";"23881"
"43";"49";"[[7, 1], [15, 1], [6, 2], [10, 2], [7, 4], [11, 4], [16, 6], [9, 7], [10, 7], [14, 7], [17, 7], [18, 7], [11, 8], [16, 8], [15, 10], [13, 11], [15, 11], [16, 13], [17, 13], [18, 17]]";"20";"23786"
"23";"77";"[[8, 1], [20, 1], [9, 2], [9, 3], [17, 3], [12, 4], [21, 4], [22, 4], [14, 5], [17, 5], [11, 6], [11, 7], [14, 7], [23, 7], [14, 8], [10, 9], [11, 10], [14, 10], [17, 11], [21, 11]]";"20";"31378"
"25";"66";"[[8, 1], [9, 1], [11, 1], [13, 1], [13, 2], [14, 2], [15, 2], [5, 3], [5, 4], [11, 4], [7, 5], [18, 5], [19, 5], [11, 7], [12, 7], [17, 8], [18, 10], [16, 14], [16, 15], [19, 15]]";"20";"23784"
"31";"71";"[[7, 1], [11, 1], [4, 2], [13, 2], [9, 4], [10, 4], [19, 4], [11, 6], [12, 6], [19, 6], [14, 8], [15, 8], [16, 8], [19, 9], [14, 10], [15, 11], [17, 12], [15, 13], [17, 14], [17, 16]]";"20";"23821"
"37";"49";"[[5, 1], [8, 1], [11, 1], [17, 1], [10, 3], [18, 4], [8, 5], [9, 5], [17, 5], [19, 5], [10, 6], [14, 6], [12, 7], [13, 7], [9, 8], [17, 8], [17, 10], [18, 11], [17, 14], [17, 16]]";"20";"23812"
"27";"60";"[[16, 1], [3, 2], [7, 2], [12, 2], [13, 2], [5, 3], [16, 3], [11, 4], [12, 4], [14, 4], [7, 5], [8, 6], [14, 6], [16, 9], [11, 10], [15, 10], [13, 11], [15, 12], [16, 13], [17, 13]]";"20";"23776"
"25";"70";"[[9, 1], [14, 1], [6, 2], [17, 2], [5, 3], [18, 3], [14, 4], [7, 5], [12, 5], [13, 5], [15, 5], [16, 5], [18, 5], [18, 6], [13, 7], [15, 7], [17, 10], [14, 12], [17, 13], [18, 16]]";"20";"23774"
"40";"46";"[[8, 2], [13, 2], [7, 3], [11, 3], [18, 3], [8, 4], [10, 4], [13, 4], [12, 5], [7, 6], [11, 6], [13, 6], [10, 7], [12, 8], [12, 9], [14, 10], [15, 10], [15, 13], [17, 15], [18, 17]]";"20";"23773"
"39";"52";"[[2, 1], [15, 1], [12, 2], [5, 3], [12, 3], [15, 3], [7, 5], [9, 5], [7, 6], [9, 6], [10, 6], [16, 7], [14, 10], [15, 10], [18, 10], [16, 11], [14, 12], [17, 12], [17, 15], [18, 15]]";"20";"23770"
"37";"44";"[[2, 1], [8, 1], [13, 1], [14, 2], [15, 3], [17, 3], [15, 4], [6, 5], [11, 5], [9, 6], [10, 6], [11, 6], [13, 6], [18, 6], [15, 7], [17, 7], [17, 9], [15, 11], [13, 12], [17, 16]]";"20";"23769"
"22";"75";"[[14, 1], [18, 1], [7, 2], [5, 3], [8, 3], [15, 4], [18, 4], [12, 5], [17, 5], [9, 6], [10, 6], [11, 6], [15, 6], [10, 7], [16, 7], [12, 8], [16, 9], [15, 12], [16, 12], [16, 14]]";"20";"23764"
"28";"73";"[[2, 1], [3, 1], [8, 1], [16, 1], [14, 2], [16, 2], [20, 3], [12, 4], [18, 4], [12, 5], [18, 7], [13, 8], [15, 8], [17, 8], [14, 10], [19, 10], [18, 12], [19, 12], [17, 13], [18, 13]]";"20";"23903"
"23";"83";"[[5, 2], [11, 2], [17, 2], [19, 2], [12, 3], [15, 3], [17, 3], [5, 4], [15, 4], [12, 5], [14, 5], [11, 6], [16, 7], [10, 9], [11, 10], [14, 10], [15, 13], [16, 13], [17, 14], [19, 16]]";"20";"23876"
"33";"37";"[[4, 1], [10, 1], [11, 1], [16, 1], [9, 2], [10, 2], [13, 2], [17, 2], [6, 3], [7, 4], [8, 5], [10, 5], [17, 5], [9, 6], [10, 7], [18, 8], [12, 9], [13, 9], [16, 11], [16, 12]]";"20";"23759"
"33";"43";"[[7, 1], [9, 1], [14, 1], [16, 1], [5, 2], [7, 2], [16, 2], [15, 4], [18, 4], [9, 5], [11, 5], [16, 6], [9, 7], [12, 7], [15, 8], [13, 9], [15, 9], [14, 10], [12, 11], [18, 11]]";"20";"23757"
"28";"68";"[[5, 1], [4, 2], [16, 2], [8, 3], [10, 4], [11, 4], [14, 4], [16, 4], [9, 6], [14, 6], [10, 7], [17, 7], [13, 8], [14, 8], [14, 9], [18, 9], [16, 10], [16, 12], [16, 13], [16, 15]]";"20";"23756"
"35";"45";"[[5, 1], [6, 1], [18, 1], [6, 2], [13, 2], [14, 2], [18, 2], [9, 3], [12, 3], [13, 4], [15, 5], [16, 5], [17, 6], [14, 7], [11, 9], [16, 9], [17, 9], [18, 9], [11, 10], [18, 17]]";"20";"23754"
"41";"43";"[[2, 1], [5, 1], [5, 2], [9, 2], [19, 2], [7, 3], [8, 3], [10, 3], [5, 4], [15, 5], [8, 7], [12, 7], [16, 7], [19, 7], [17, 8], [16, 10], [15, 11], [18, 11], [16, 14], [18, 14]]";"20";"23805"
"43";"46";"[[2, 1], [16, 1], [18, 1], [23, 1], [9, 3], [18, 3], [21, 3], [9, 4], [10, 4], [15, 4], [18, 4], [21, 4], [13, 5], [22, 5], [9, 8], [15, 8], [16, 8], [13, 11], [20, 16], [25, 21]]";"20";"31443"
"23";"91";"[[9, 1], [11, 2], [8, 3], [11, 3], [11, 4], [12, 4], [8, 5], [18, 5], [7, 6], [12, 6], [15, 6], [14, 7], [16, 7], [19, 7], [11, 8], [12, 11], [16, 11], [17, 15], [19, 15], [20, 15]]";"20";"31230"
"28";"61";"[[11, 1], [7, 2], [11, 2], [12, 2], [5, 3], [10, 3], [11, 3], [7, 4], [12, 4], [15, 4], [9, 7], [18, 7], [16, 8], [10, 9], [11, 10], [13, 10], [17, 11], [13, 12], [15, 13], [17, 14]]";"20";"23749"
"25";"83";"[[8, 1], [5, 3], [7, 3], [9, 3], [13, 3], [13, 4], [13, 5], [12, 7], [13, 7], [16, 7], [9, 8], [10, 8], [16, 9], [14, 10], [16, 10], [17, 10], [18, 10], [15, 12], [15, 13], [16, 15]]";"20";"23748"
"37";"57";"[[2, 1], [6, 1], [15, 1], [8, 2], [14, 2], [7, 3], [10, 4], [11, 6], [9, 7], [12, 7], [14, 8], [15, 9], [12, 10], [14, 10], [15, 10], [17, 11], [14, 13], [18, 13], [17, 14], [18, 15]]";"20";"23746"
"26";"69";"[[7, 1], [15, 1], [20, 1], [22, 1], [15, 2], [9, 3], [14, 3], [19, 3], [8, 4], [9, 4], [18, 4], [22, 4], [22, 5], [12, 6], [17, 6], [19, 7], [23, 7], [17, 10], [17, 14], [20, 18]]";"20";"31194"
"23";"79";"[[11, 1], [16, 1], [20, 1], [5, 3], [11, 3], [18, 3], [9, 4], [11, 4], [20, 4], [9, 5], [13, 5], [10, 6], [8, 7], [10, 7], [19, 7], [19, 9], [18, 10], [20, 11], [16, 13], [20, 15]]";"20";"31134"
"25";"75";"[[14, 1], [5, 2], [10, 2], [5, 3], [11, 3], [12, 3], [5, 4], [12, 4], [14, 4], [17, 5], [7, 6], [18, 6], [18, 7], [17, 10], [18, 10], [12, 11], [13, 12], [14, 13], [16, 13], [18, 13]]";"20";"23741"
"35";"40";"[[9, 1], [10, 1], [14, 1], [6, 2], [7, 2], [4, 3], [10, 3], [11, 3], [17, 3], [13, 5], [12, 6], [10, 7], [12, 7], [16, 7], [13, 8], [14, 8], [15, 9], [15, 10], [13, 11], [14, 12]]";"20";"23740"
"37";"64";"[[4, 1], [9, 1], [10, 4], [11, 4], [16, 4], [19, 4], [6, 5], [7, 5], [8, 5], [16, 5], [9, 7], [13, 7], [15, 8], [21, 8], [20, 9], [19, 10], [19, 11], [19, 12], [20, 17], [21, 17]]";"20";"31195"
"30";"61";"[[5, 1], [13, 1], [18, 1], [19, 1], [20, 1], [3, 2], [11, 3], [12, 4], [12, 5], [19, 5], [13, 6], [13, 8], [15, 8], [16, 8], [10, 9], [20, 9], [17, 10], [14, 13], [17, 13], [16, 15]]";"20";"23949"
"31";"45";"[[6, 1], [8, 1], [9, 1], [3, 2], [4, 2], [5, 4], [7, 4], [13, 4], [14, 4], [17, 5], [10, 6], [14, 6], [9, 7], [14, 7], [15, 7], [11, 8], [17, 8], [11, 9], [15, 10], [18, 13]]";"20";"23731"
"26";"76";"[[5, 1], [7, 1], [12, 1], [14, 1], [16, 3], [6, 4], [7, 4], [6, 5], [8, 5], [9, 5], [15, 7], [18, 7], [14, 8], [18, 8], [12, 9], [17, 10], [19, 11], [13, 12], [18, 15], [19, 17]]";"20";"23803"
"43";"47";"[[13, 1], [5, 2], [9, 2], [10, 2], [14, 2], [9, 3], [14, 3], [10, 4], [15, 4], [9, 6], [10, 6], [13, 8], [15, 8], [14, 9], [14, 12], [17, 12], [17, 13], [15, 14], [16, 14], [17, 16]]";"20";"23727"
"30";"58";"[[2, 1], [4, 1], [7, 2], [8, 3], [15, 3], [17, 3], [18, 3], [5, 4], [11, 4], [14, 4], [16, 5], [18, 6], [18, 7], [11, 8], [12, 10], [16, 10], [13, 11], [14, 13], [15, 13], [16, 14]]";"20";"23726"
"25";"71";"[[11, 1], [13, 1], [4, 2], [12, 3], [16, 3], [13, 4], [8, 5], [10, 5], [18, 5], [8, 6], [13, 6], [8, 7], [14, 7], [19, 7], [12, 8], [21, 9], [17, 10], [14, 11], [15, 11], [20, 12]]";"20";"30984"
"24";"62";"[[2, 1], [4, 1], [4, 2], [5, 2], [7, 2], [11, 2], [11, 3], [16, 3], [7, 4], [10, 4], [13, 4], [15, 4], [12, 5], [13, 6], [14, 7], [14, 8], [16, 11], [15, 12], [16, 13], [17, 15]]";"20";"23722"
"44";"48";"[[2, 1], [17, 1], [13, 2], [18, 2], [7, 4], [8, 4], [16, 4], [17, 4], [7, 6], [14, 6], [12, 7], [17, 7], [18, 7], [16, 9], [14, 11], [15, 11], [17, 13], [15, 14], [17, 14], [18, 14]]";"20";"23720"
"18";"87";"[[2, 1], [10, 1], [11, 2], [8, 3], [14, 3], [17, 3], [5, 4], [6, 4], [9, 4], [15, 4], [17, 4], [10, 5], [13, 5], [13, 6], [17, 6], [10, 8], [13, 10], [18, 11], [18, 12], [18, 16]]";"20";"23719"
"33";"51";"[[8, 1], [11, 1], [13, 1], [17, 1], [4, 3], [5, 4], [9, 4], [16, 4], [7, 5], [18, 5], [8, 6], [11, 7], [18, 7], [11, 8], [18, 8], [12, 9], [17, 10], [18, 10], [18, 11], [17, 14]]";"20";"23717"
"25";"80";"[[4, 1], [18, 1], [7, 2], [13, 3], [17, 4], [8, 5], [9, 5], [16, 5], [7, 6], [14, 6], [16, 6], [12, 7], [18, 8], [13, 9], [17, 9], [15, 10], [14, 12], [16, 12], [16, 14], [17, 14]]";"20";"23714"
"43";"52";"[[9, 2], [15, 2], [12, 3], [13, 3], [5, 4], [9, 4], [10, 4], [11, 5], [7, 6], [13, 6], [20, 7], [9, 8], [15, 8], [21, 8], [10, 9], [18, 9], [20, 11], [21, 14], [17, 16], [19, 16]]";"20";"31061"
"46";"46";"[[9, 2], [8, 3], [10, 3], [15, 3], [6, 4], [9, 4], [9, 5], [16, 5], [17, 5], [7, 6], [10, 6], [17, 6], [16, 9], [17, 9], [12, 10], [18, 10], [16, 11], [16, 13], [17, 14], [18, 17]]";"20";"23712"
"22";"62";"[[5, 1], [6, 1], [12, 1], [14, 1], [13, 2], [18, 2], [10, 3], [11, 3], [13, 3], [15, 3], [13, 4], [14, 4], [12, 5], [11, 6], [15, 6], [18, 7], [11, 8], [17, 8], [17, 12], [16, 15]]";"20";"23710"
"21";"79";"[[8, 1], [16, 1], [8, 2], [9, 2], [12, 2], [16, 3], [5, 4], [7, 4], [9, 4], [7, 5], [7, 6], [17, 6], [13, 7], [17, 7], [15, 9], [19, 9], [12, 10], [18, 11], [16, 12], [16, 15]]";"20";"23880"
"28";"80";"[[8, 3], [12, 3], [16, 3], [18, 3], [8, 4], [13, 5], [18, 5], [10, 6], [15, 6], [17, 6], [10, 8], [15, 8], [10, 9], [15, 10], [12, 11], [14, 11], [17, 11], [18, 13], [18, 14], [16, 15]]";"20";"23708"
"28";"64";"[[7, 1], [3, 2], [14, 2], [17, 2], [5, 3], [12, 3], [14, 3], [15, 3], [16, 4], [13, 5], [14, 5], [7, 6], [15, 6], [16, 9], [15, 11], [16, 11], [17, 11], [13, 12], [15, 12], [16, 15]]";"20";"23707"
"22";"67";"[[2, 1], [13, 1], [17, 2], [5, 3], [15, 3], [6, 4], [8, 4], [10, 4], [15, 5], [15, 6], [16, 6], [9, 7], [11, 7], [12, 7], [16, 7], [11, 9], [14, 9], [17, 9], [18, 9], [12, 11]]";"20";"23705"
"24";"69";"[[3, 1], [5, 1], [9, 1], [13, 1], [11, 2], [18, 2], [11, 4], [16, 4], [9, 6], [16, 6], [8, 7], [10, 7], [15, 7], [16, 7], [11, 8], [14, 9], [15, 9], [16, 11], [17, 11], [17, 15]]";"20";"23702"
"39";"54";"[[6, 1], [13, 1], [8, 2], [18, 3], [15, 4], [17, 4], [10, 5], [12, 5], [15, 5], [18, 5], [14, 6], [15, 6], [14, 7], [16, 8], [14, 9], [18, 11], [17, 12], [15, 14], [16, 14], [18, 14]]";"20";"23699"
"28";"71";"[[20, 1], [14, 2], [16, 2], [7, 3], [15, 3], [18, 3], [16, 4], [8, 6], [12, 6], [15, 6], [11, 7], [10, 8], [14, 8], [13, 9], [15, 11], [18, 11], [13, 12], [15, 12], [16, 13], [17, 13]]";"20";"31109"
"22";"73";"[[17, 1], [5, 2], [12, 2], [18, 2], [9, 3], [11, 3], [18, 3], [9, 4], [16, 4], [15, 5], [9, 7], [12, 7], [15, 7], [16, 7], [14, 8], [18, 8], [10, 9], [13, 9], [15, 11], [17, 14]]";"20";"23744"
"23";"80";"[[4, 1], [6, 1], [7, 1], [3, 2], [10, 2], [7, 3], [11, 3], [16, 3], [7, 4], [12, 4], [7, 6], [9, 6], [10, 9], [18, 9], [16, 10], [17, 11], [16, 13], [18, 13], [15, 14], [17, 16]]";"20";"23694"
"38";"45";"[[3, 1], [18, 1], [5, 3], [6, 3], [8, 3], [11, 3], [6, 4], [8, 4], [14, 4], [18, 4], [14, 6], [16, 7], [13, 9], [16, 9], [17, 9], [15, 10], [18, 10], [13, 11], [16, 11], [13, 12]]";"20";"23693"
"38";"57";"[[18, 1], [4, 2], [5, 2], [9, 2], [13, 3], [14, 3], [12, 4], [17, 4], [17, 5], [14, 7], [15, 7], [12, 8], [17, 8], [14, 9], [15, 9], [14, 11], [17, 12], [18, 13], [18, 15], [17, 16]]";"20";"23692"
"29";"55";"[[7, 1], [12, 1], [15, 1], [6, 3], [9, 3], [10, 3], [17, 3], [5, 4], [10, 4], [14, 4], [18, 5], [7, 6], [8, 6], [18, 6], [11, 8], [14, 10], [12, 11], [15, 13], [16, 14], [18, 14]]";"20";"23691"
"32";"66";"[[17, 1], [18, 1], [3, 2], [11, 3], [15, 3], [17, 3], [18, 3], [7, 4], [12, 4], [18, 5], [9, 7], [11, 8], [12, 9], [17, 10], [18, 10], [14, 11], [16, 13], [17, 13], [16, 14], [18, 17]]";"20";"23690"
"38";"59";"[[4, 1], [14, 1], [17, 1], [3, 2], [10, 2], [10, 3], [14, 3], [17, 3], [16, 4], [22, 4], [11, 6], [18, 6], [20, 7], [20, 9], [21, 9], [16, 10], [20, 12], [15, 13], [20, 13], [23, 16]]";"20";"31214"
"35";"55";"[[4, 1], [6, 1], [11, 1], [16, 1], [19, 1], [14, 2], [8, 3], [16, 3], [17, 3], [22, 3], [8, 4], [15, 4], [19, 5], [11, 6], [12, 6], [22, 12], [15, 13], [20, 13], [18, 16], [20, 16]]";"20";"31154"
"28";"69";"[[9, 1], [12, 1], [18, 1], [11, 2], [14, 2], [15, 2], [18, 2], [7, 5], [10, 6], [11, 6], [14, 6], [15, 6], [13, 7], [15, 7], [17, 9], [16, 10], [15, 12], [15, 13], [18, 15], [18, 16]]";"20";"23684"
"25";"55";"[[5, 1], [13, 1], [5, 2], [15, 2], [4, 3], [11, 3], [12, 3], [18, 3], [11, 4], [7, 5], [9, 5], [9, 6], [15, 6], [9, 7], [18, 7], [13, 8], [14, 8], [10, 9], [17, 9], [19, 14]]";"20";"23835"
"43";"53";"[[9, 1], [10, 1], [11, 1], [8, 2], [12, 4], [12, 5], [13, 5], [13, 6], [17, 6], [14, 9], [17, 9], [13, 10], [14, 10], [16, 10], [17, 10], [17, 11], [14, 12], [16, 12], [14, 13], [17, 16]]";"20";"23680"
"33";"48";"[[3, 1], [5, 1], [7, 2], [11, 3], [5, 4], [6, 4], [7, 4], [18, 4], [21, 4], [7, 5], [12, 5], [12, 6], [17, 6], [12, 7], [10, 8], [16, 8], [21, 8], [15, 10], [13, 12], [19, 14]]";"20";"31034"
"28";"40";"[[3, 1], [7, 1], [8, 1], [11, 1], [12, 1], [15, 1], [16, 1], [12, 2], [11, 3], [15, 3], [6, 4], [16, 4], [7, 5], [14, 5], [15, 7], [10, 8], [16, 8], [16, 9], [14, 10], [13, 12]]";"20";"23677"
"19";"82";"[[2, 1], [17, 1], [14, 2], [15, 2], [4, 3], [6, 3], [17, 3], [12, 4], [15, 4], [7, 5], [9, 6], [13, 6], [9, 7], [12, 7], [17, 8], [11, 9], [15, 9], [16, 11], [16, 13], [16, 14]]";"20";"23675"
"20";"82";"[[4, 1], [12, 1], [8, 2], [17, 2], [8, 3], [17, 3], [6, 4], [8, 5], [12, 5], [16, 6], [10, 7], [13, 7], [9, 8], [13, 8], [11, 9], [11, 10], [14, 11], [17, 11], [14, 13], [15, 14]]";"20";"23674"
"24";"59";"[[4, 1], [15, 1], [3, 2], [7, 2], [16, 2], [4, 3], [14, 3], [6, 4], [8, 4], [9, 4], [14, 4], [16, 5], [12, 6], [15, 7], [11, 8], [17, 8], [15, 9], [13, 11], [15, 12], [17, 12]]";"20";"23673"
"32";"56";"[[8, 1], [12, 1], [14, 2], [4, 3], [9, 3], [15, 3], [6, 5], [15, 5], [17, 5], [8, 6], [15, 6], [16, 6], [13, 7], [14, 7], [11, 8], [17, 8], [15, 12], [15, 13], [16, 13], [16, 15]]";"20";"23672"
"35";"43";"[[9, 1], [14, 1], [3, 2], [10, 2], [15, 2], [18, 2], [5, 4], [7, 4], [8, 5], [11, 5], [12, 5], [18, 5], [11, 7], [9, 8], [15, 9], [18, 9], [11, 10], [17, 10], [16, 11], [15, 13]]";"20";"23737"
"19";"89";"[[14, 1], [4, 2], [6, 2], [10, 2], [12, 2], [11, 4], [17, 4], [12, 5], [17, 5], [10, 6], [14, 6], [15, 6], [12, 7], [10, 8], [11, 8], [15, 8], [14, 9], [15, 12], [17, 12], [16, 15]]";"20";"23669"
"18";"89";"[[14, 1], [17, 1], [6, 2], [9, 2], [16, 2], [10, 3], [14, 3], [16, 3], [11, 4], [14, 4], [11, 5], [14, 5], [11, 7], [10, 9], [13, 9], [16, 9], [17, 10], [14, 11], [17, 12], [16, 13]]";"20";"23668"
"28";"62";"[[4, 1], [10, 2], [5, 3], [9, 3], [11, 3], [16, 3], [9, 4], [11, 4], [12, 4], [7, 5], [16, 5], [10, 7], [12, 7], [13, 7], [11, 9], [13, 10], [15, 12], [14, 13], [17, 14], [17, 16]]";"20";"23667"
"24";"61";"[[2, 1], [9, 1], [14, 1], [16, 1], [15, 2], [6, 3], [7, 4], [7, 5], [9, 5], [11, 5], [13, 6], [15, 6], [14, 7], [12, 8], [13, 8], [11, 9], [12, 10], [14, 11], [15, 11], [16, 13]]";"20";"23665"
"31";"49";"[[2, 1], [9, 1], [12, 1], [5, 2], [5, 3], [11, 3], [13, 3], [7, 4], [13, 4], [12, 5], [15, 5], [17, 5], [12, 6], [14, 6], [13, 7], [17, 9], [17, 10], [13, 11], [16, 11], [15, 14]]";"20";"23663"
"27";"77";"[[2, 1], [13, 1], [7, 3], [10, 3], [12, 4], [16, 4], [9, 5], [14, 5], [14, 6], [14, 8], [16, 8], [17, 8], [13, 9], [13, 10], [13, 11], [15, 11], [17, 11], [14, 12], [15, 13], [17, 13]]";"20";"23661"
"39";"43";"[[4, 1], [16, 1], [3, 2], [7, 2], [15, 2], [11, 3], [13, 3], [18, 3], [15, 4], [16, 4], [11, 6], [15, 6], [16, 6], [13, 8], [16, 8], [17, 8], [16, 10], [13, 11], [14, 13], [18, 14]]";"20";"23725"
"17";"100";"[[10, 1], [10, 2], [4, 3], [11, 3], [7, 4], [16, 4], [17, 5], [8, 6], [9, 6], [11, 6], [13, 6], [14, 6], [8, 7], [11, 7], [15, 7], [12, 8], [14, 9], [15, 11], [17, 14], [17, 15]]";"20";"23659"
"17";"89";"[[12, 1], [15, 1], [16, 1], [8, 2], [12, 2], [17, 3], [8, 4], [14, 4], [15, 4], [8, 5], [9, 6], [13, 6], [8, 7], [9, 7], [10, 9], [14, 10], [14, 11], [15, 11], [17, 11], [17, 12]]";"20";"23657"
"34";"50";"[[3, 1], [4, 1], [12, 1], [6, 2], [8, 2], [10, 3], [14, 3], [8, 5], [9, 5], [17, 5], [10, 6], [13, 6], [12, 8], [14, 8], [14, 9], [11, 10], [12, 11], [17, 12], [17, 13], [17, 16]]";"20";"23758"
"30";"59";"[[4, 1], [6, 1], [14, 3], [16, 3], [17, 3], [7, 4], [9, 4], [13, 4], [15, 4], [6, 5], [11, 5], [8, 7], [16, 7], [17, 7], [10, 8], [13, 8], [14, 11], [17, 14], [16, 15], [17, 15]]";"20";"23653"
"18";"77";"[[11, 1], [4, 2], [9, 2], [12, 2], [17, 2], [6, 3], [12, 3], [14, 3], [15, 3], [10, 4], [11, 4], [12, 5], [12, 6], [15, 7], [14, 8], [15, 9], [12, 10], [13, 10], [14, 10], [16, 12]]";"20";"23652"
"30";"50";"[[4, 1], [8, 1], [17, 2], [5, 3], [6, 3], [9, 3], [12, 3], [13, 3], [16, 3], [7, 5], [10, 5], [17, 6], [8, 7], [13, 7], [11, 9], [12, 10], [17, 11], [13, 12], [15, 12], [15, 13]]";"20";"23651"
"23";"69";"[[3, 1], [7, 1], [16, 1], [7, 2], [9, 2], [14, 2], [5, 4], [12, 4], [7, 5], [10, 6], [14, 6], [12, 8], [10, 9], [11, 9], [12, 9], [16, 9], [12, 10], [13, 10], [15, 13], [17, 16]]";"20";"23656"
"24";"71";"[[2, 1], [12, 1], [13, 1], [14, 2], [10, 3], [11, 4], [13, 4], [10, 5], [11, 5], [10, 6], [15, 6], [9, 7], [15, 7], [10, 8], [15, 8], [18, 9], [11, 10], [16, 10], [15, 12], [18, 16]]";"20";"23732"
"35";"46";"[[3, 1], [7, 1], [14, 1], [14, 2], [4, 3], [16, 3], [5, 4], [6, 4], [7, 4], [9, 4], [14, 5], [9, 7], [11, 9], [15, 9], [12, 10], [14, 11], [15, 12], [16, 12], [14, 13], [15, 13]]";"20";"23648"
"29";"39";"[[5, 1], [10, 1], [13, 1], [16, 1], [4, 2], [13, 2], [4, 3], [10, 3], [12, 3], [8, 4], [13, 4], [12, 5], [11, 6], [12, 6], [9, 7], [13, 8], [15, 8], [17, 8], [10, 9], [15, 12]]";"20";"23647"
"35";"49";"[[9, 1], [11, 2], [4, 3], [10, 3], [8, 4], [10, 4], [12, 4], [10, 5], [15, 5], [7, 6], [9, 6], [13, 6], [15, 8], [10, 9], [15, 9], [12, 10], [14, 10], [18, 10], [17, 12], [18, 13]]";"20";"23715"
"26";"65";"[[4, 1], [6, 1], [9, 1], [5, 2], [7, 2], [8, 2], [15, 3], [17, 3], [13, 4], [12, 5], [14, 5], [15, 6], [15, 8], [13, 9], [11, 10], [15, 10], [17, 10], [18, 11], [18, 12], [14, 13]]";"20";"23763"
"26";"43";"[[4, 1], [5, 1], [12, 1], [16, 1], [17, 1], [7, 2], [9, 2], [15, 2], [17, 2], [6, 4], [14, 4], [16, 4], [12, 5], [16, 6], [12, 7], [16, 7], [9, 8], [11, 8], [15, 8], [16, 12]]";"20";"23644"
"29";"45";"[[4, 1], [5, 1], [9, 1], [13, 1], [14, 1], [8, 2], [18, 2], [8, 4], [12, 4], [15, 4], [19, 4], [6, 5], [18, 5], [14, 6], [18, 8], [13, 9], [15, 9], [18, 9], [11, 10], [12, 10]]";"20";"23840"
